long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
998,,,"%s lève son verre en l'honneur |2 %s. Santé !",,,,,,,,,,,,,,0xFF01FE,
999,,,"%s lève son verre en votre honneur. Santé !",,,,,,,,,,,,,,0xFF01FE,
1000,,,"Vous levez votre verre en l'honneur |2 %s. Santé !",,,,,,,,,,,,,,0xFF01FE,
1001,,,"%s lève son verre avant de le vider d'un trait. Santé !",,,,,,,,,,,,,,0xFF01FE,
1002,,,"Vous levez votre verre avant de le vider d'un trait. Santé !",,,,,,,,,,,,,,0xFF01FE,
1003,,,"%s pense que %s a échoué.",,,,,,,,,,,,,,0xFF01FE,
1004,,,"%s pense que vous avez échoué.",,,,,,,,,,,,,,0xFF01FE,
1005,,,"",,,,,,,,,,,,,,0xFF01FC,
1006,,,"",,,,,,,,,,,,,,0xFF01FC,
1007,,,"Vous pensez que %s a échoué.",,,,,,,,,,,,,,0xFF01FE,
1008,,,"%s a échoué.",,,,,,,,,,,,,,0xFF01FE,
1009,,,"Vous avez échoué.",,,,,,,,,,,,,,0xFF01FE,
1010,,,"%s en tape cinq avec %s !",,,,,,,,,,,,,,0xFF01FE,
1011,,,"%s vous en tape cinq !",,,,,,,,,,,,,,0xFF01FE,
1012,,,"Vous en tapez cinq avec %s.",,,,,,,,,,,,,,0xFF01FE,
1013,,,"%s lève la main pour en taper cinq.",,,,,,,,,,,,,,0xFF01FE,
1014,,,"Vous levez la main pour en taper cinq.",,,,,,,,,,,,,,0xFF01FE,
1015,,,"%s lève la main pour en taper cinq.",,,,,,,,,,,,,,0xFF01FE,
1016,,,"%s regarde %s d'un air distrait.",,,,,,,,,,,,,,0xFF01FE,
1017,,,"%s vous regarde d'un air distrait.",,,,,,,,,,,,,,0xFF01FE,
1018,,,"Vous regardez %s d'un air distrait.",,,,,,,,,,,,,,0xFF01FE,
1019,,,"%s a l'air distrait.",,,,,,,,,,,,,,0xFF01FE,
1020,,,"Vous avez l'air distrait.",,,,,,,,,,,,,,0xFF01FE,
1021,,,"%s met son bras autour de l'épaule de %s.",,,,,,,,,,,,,,0xFF01FE,
1022,,,"%s met son bras autour de votre épaule.",,,,,,,,,,,,,,0xFF01FE,
1023,,,"Vous mettez votre bras autour de l'épaule de %s.",,,,,,,,,,,,,,0xFF01FE,
1024,,,"%s met son bras autour de l'épaule de %s.",,,,,,,,,,,,,,0xFF01FE,
1025,,,"%s met son bras autour de votre épaule.",,,,,,,,,,,,,,0xFF01FE,
1026,,,"%s regarde %s avec admiration.",,,,,,,,,,,,,,0xFF01FE,
1027,,,"%s vous regarde avec admiration.",,,,,,,,,,,,,,0xFF01FE,
1028,,,"Vous regardez %s avec admiration.",,,,,,,,,,,,,,0xFF01FE,
1029,,,"%s regarde autour de lui avec admiration.",,,,,,,,,,,,,,0xFF01FE,
1030,,,"Vous regardez autour de vous avec admiration.",,,,,,,,,,,,,,0xFF01FE,
1031,,,"%s cherche dans son sac à dos.",,,,,,,,,,,,,,0xFF01FE,
1032,,,"Vous cherchez dans votre sac à dos.",,,,,,,,,,,,,,0xFF01FE,
1033,,,"%s cherche dans son sac à dos.",,,,,,,,,,,,,,0xFF01FE,
1034,,,"%s a un mauvais pressentiment…",,,,,,,,,,,,,,0xFF01FE,
1035,,,"Vous avez un mauvais pressentiment…",,,,,,,,,,,,,,0xFF01FE,
1036,,,"%s défie %s en duel.",,,,,,,,,,,,,,0xFF01FE,
1037,,,"%s vous propose un duel.",,,,,,,,,,,,,,0xFF01FE,
1038,,,"Vous défiez %s en duel.",,,,,,,,,,,,,,0xFF01FE,
1039,,,"%s défie tout le monde. C'est quand vous voulez !",,,,,,,,,,,,,,0xFF01FE,
1040,,,"Vous défiez tout le monde. C'est quand vous voulez !",,,,,,,,,,,,,,0xFF01FE,
1041,,,"%s encourage %s à faire teuf-teuf. TEUF-TEUF !",,,,,,,,,,,,,,0xFF01FE,
1042,,,"%s vous encourage à faire teuf-teuf. TEUF-TEUF !",,,,,,,,,,,,,,0xFF01FE,
1043,,,"Vous encouragez %s à faire teuf-teuf. TEUF-TEUF !",,,,,,,,,,,,,,0xFF01FE,
1044,,,"%s prend une grosse gorgée de sa boisson.",,,,,,,,,,,,,,0xFF01FE,
1045,,,"Vous prenez une grosse gorgée de votre boisson.",,,,,,,,,,,,,,0xFF01FE,
1046,,,"%s prend une grosse gorgée de sa boisson.",,,,,,,,,,,,,,0xFF01FE,
1053,,,"%s a obtenu un niveau supplémentaire. DING !",,,,,,,,,,,,,,0xFF01FE,
1054,,,"Vous avez obtenu un niveau supplémentaire. DING !",,,,,,,,,,,,,,0xFF01FE,
1055,,,"",,,,,,,,,,,,,,0xFF01FC,
1056,,,"%s regarde %s et passe sa main sur sa figure.",,,,,,,,,,,,,,0xFF01FE,
1057,,,"%s vous regarde et se passe la main sur la figure.",,,,,,,,,,,,,,0xFF01FE,
1058,,,"Vous regardez %s et vous mettez votre main sur votre visage.",,,,,,,,,,,,,,0xFF01FE,
1059,,,"%s passe sa main sur sa figure.",,,,,,,,,,,,,,0xFF01FE,
1060,,,"Vous passez votre main sur votre figure.",,,,,,,,,,,,,,0xFF01FE,
1061,,,"%s regarde %s et se met la main sur le visage.",,,,,,,,,,,,,,0xFF01FE,
1062,,,"%s vous regarde et se passe la main sur la figure.",,,,,,,,,,,,,,0xFF01FE,
1063,,,"%s se passe la main sur la figure.",,,,,,,,,,,,,,0xFF01FE,
1064,,,"%s défaille à la vue |2 %s.",,,,,,,,,,,,,,0xFF01FE,
1065,,,"%s défaille à votre vue.",,,,,,,,,,,,,,0xFF01FE,
1066,,,"Vous défaillez à la vue |2 %s.",,,,,,,,,,,,,,0xFF01FE,
1067,,,"%s défaille.",,,,,,,,,,,,,,0xFF01FE,
1068,,,"Vous défaillez.",,,,,,,,,,,,,,0xFF01FE,
1069,,,"%s dit à %s de s'en aller.",,,,,,,,,,,,,,0xFF01FE,
1070,,,"%s vous dit de vous en aller.",,,,,,,,,,,,,,0xFF01FE,
1071,,,"Vous dites à %s de s'en aller.",,,,,,,,,,,,,,0xFF01FE,
1072,,,"%s dit à tout le monde de s'en aller.",,,,,,,,,,,,,,0xFF01FE,
1073,,,"Vous dites à tout le monde de s'en aller.",,,,,,,,,,,,,,0xFF01FE,
1074,,,"%s dit à %s qu'il doit s'en aller.",,,,,,,,,,,,,,0xFF01FE,
1075,,,"%s vous dit qu'il doit s'en aller.",,,,,,,,,,,,,,0xFF01FE,
1076,,,"Vous dites à %s que vous devez vous en aller.",,,,,,,,,,,,,,0xFF01FE,
1077,,,"%s doit s'en aller.",,,,,,,,,,,,,,0xFF01FE,
1078,,,"Vous devez vous en aller.",,,,,,,,,,,,,,0xFF01FE,
1079,,,"%s dit à %s qu'elle doit s'en aller.",,,,,,,,,,,,,,0xFF01FE,
1080,,,"%s vous dit qu'elle doit s'en aller.",,,,,,,,,,,,,,0xFF01FE,
1081,,,"%s lance un regard noir à %s.",,,,,,,,,,,,,,0xFF01FE,
1082,,,"%s vous lance un regard noir.",,,,,,,,,,,,,,0xFF01FE,
1083,,,"Vous lancez un regard noir à %s.",,,,,,,,,,,,,,0xFF01FE,
1084,,,"%s lance un regard noir à tous ceux qui l'entourent.",,,,,,,,,,,,,,0xFF01FE,
1085,,,"Vous lancez un regard noir à tous ceux qui vous entourent.",,,,,,,,,,,,,,0xFF01FE,
1086,,,"%s lance un regard noir à tous ceux qui l'entourent.",,,,,,,,,,,,,,0xFF01FE,
1087,,,"Les singeries |2 %s donnent mal à la tête à %s.",,,,,,,,,,,,,,0xFF01FE,
1088,,,"Vos singeries donnent mal à la tête à %s.",,,,,,,,,,,,,,0xFF01FE,
1089,,,"Les singeries |2 %s vous donnent mal à la tête.",,,,,,,,,,,,,,0xFF01FE,
1090,,,"%s commence à avoir mal à la tête.",,,,,,,,,,,,,,0xFF01FE,
1091,,,"Vous commencez à avoir mal à la tête.",,,,,,,,,,,,,,0xFF01FE,
1092,,,"%s hoquette très fort.",,,,,,,,,,,,,,0xFF01FE,
1093,,,"Vous hoquetez avec bruit.",,,,,,,,,,,,,,0xFF01FE,
1100,,,"%s siffle %s.",,,,,,,,,,,,,,0xFF01FE,
1101,,,"%s vous siffle.",,,,,,,,,,,,,,0xFF01FE,
1102,,,"Vous sifflez en direction de %s.",,,,,,,,,,,,,,0xFF01FE,
1103,,,"%s siffle tout le monde autour de lui.",,,,,,,,,,,,,,0xFF01FE,
1104,,,"Vous sifflez tout le monde autour de vous.",,,,,,,,,,,,,,0xFF01FE,
1105,,,"%s siffle tout le monde autour d'elle.",,,,,,,,,,,,,,0xFF01FE,
1106,,,"%s tient la main de %s.",,,,,,,,,,,,,,0xFF01FE,
1107,,,"%s vous tient la main.",,,,,,,,,,,,,,0xFF01FE,
1108,,,"Vous tenez la main de %s.",,,,,,,,,,,,,,0xFF01FE,
1114,,,"%s dit à %s de se dépêcher.",,,,,,,,,,,,,,0xFF01FE,
1115,,,"%s vous dit de vous dépêcher.",,,,,,,,,,,,,,0xFF01FE,
1116,,,"Vous dites à %s de se dépêcher.",,,,,,,,,,,,,,0xFF01FE,
1117,,,"%s essaie de suivre le rythme.",,,,,,,,,,,,,,0xFF01FE,
1118,,,"Vous essayez de suivre le rythme.",,,,,,,,,,,,,,0xFF01FE,
1119,,,"%s a une idée !",,,,,,,,,,,,,,0xFF01FE,
1120,,,"Vous avez une idée !",,,,,,,,,,,,,,0xFF01FE,
1121,,,"%s jalouse %s.",,,,,,,,,,,,,,0xFF01FE,
1122,,,"%s vous jalouse.",,,,,,,,,,,,,,0xFF01FE,
1123,,,"Vous jalousez %s.",,,,,,,,,,,,,,0xFF01FE,
1124,,,"%s jalouse tous ceux qui l'entourent.",,,,,,,,,,,,,,0xFF01FE,
1125,,,"Vous jalousez tous ceux qui vous entourent.",,,,,,,,,,,,,,0xFF01FE,
1126,,,"%s jalouse tous ceux qui l'entourent.",,,,,,,,,,,,,,0xFF01FE,
1127,,,"%s souhaite bonne chance à %s.",,,,,,,,,,,,,,0xFF01FE,
1128,,,"%s vous souhaite bonne chance.",,,,,,,,,,,,,,0xFF01FE,
1129,,,"Vous souhaitez bonne chance à %s.",,,,,,,,,,,,,,0xFF01FE,
1130,,,"%s souhaite bonne chance à tout le monde.",,,,,,,,,,,,,,0xFF01FE,
1131,,,"Vous souhaitez bonne chance à tout le monde.",,,,,,,,,,,,,,0xFF01FE,
1132,,,"%s sort sa carte.",,,,,,,,,,,,,,0xFF01FE,
1133,,,"Vous sortez votre carte.",,,,,,,,,,,,,,0xFF01FE,
1134,,,"%s sort sa carte.",,,,,,,,,,,,,,0xFF01FE,
1135,,,"%s implore la clémence |2 %s.",,,,,,,,,,,,,,0xFF01FE,
1136,,,"%s vous demande d'avoir pitié.",,,,,,,,,,,,,,0xFF01FE,
1137,,,"Vous implorez la clémence |2 %s.",,,,,,,,,,,,,,0xFF01FE,
1138,,,"%s implore la clémence.",,,,,,,,,,,,,,0xFF01FE,
1139,,,"Vous demandez pitié.",,,,,,,,,,,,,,0xFF01FE,
1140,,,"%s marmonne avec colère à %s. Humpf !",,,,,,,,,,,,,,0xFF01FE,
1141,,,"%s marmonne avec colère contre vous. Humpf !",,,,,,,,,,,,,,0xFF01FE,
1142,,,"Vous marmonnez avec colère contre %s. Humpf !",,,,,,,,,,,,,,0xFF01FE,
1143,,,"%s marmonne avec colère contre lui-même. Humpf !",,,,,,,,,,,,,,0xFF01FE,
1144,,,"Vous marmonnez avec colère contre vous-même. Humpf !",,,,,,,,,,,,,,0xFF01FE,
1145,,,"%s marmonne avec colère contre elle-même. Humpf !",,,,,,,,,,,,,,0xFF01FE,
1146,,,"%s regarde %s nerveusement.",,,,,,,,,,,,,,0xFF01FE,
1147,,,"%s vous regarde avec nervosité.",,,,,,,,,,,,,,0xFF01FE,
1148,,,"Vous regardez %s avec nervosité.",,,,,,,,,,,,,,0xFF01FE,
1149,,,"%s regarde partout nerveusement.",,,,,,,,,,,,,,0xFF01FE,
1150,,,"Vous regardez autour de vous avec nervosité.",,,,,,,,,,,,,,0xFF01FE,
1151,,,"%s essaye de faire une offre impossible à refuser à %s.",,,,,,,,,,,,,,0xFF01FE,
1152,,,"%s essaie de vous faire une offre impossible à refuser.",,,,,,,,,,,,,,0xFF01FE,
1153,,,"Vous essayez de faire à %s une offre impossible à refuser.",,,,,,,,,,,,,,0xFF01FE,
1154,,,"%s cajole %s.",,,,,,,,,,,,,,0xFF01FE,
1155,,,"%s vous cajole.",,,,,,,,,,,,,,0xFF01FE,
1156,,,"Vous cajolez %s.",,,,,,,,,,,,,,0xFF01FE,
1157,,,"%s pince %s.",,,,,,,,,,,,,,0xFF01FE,
1158,,,"%s vous pince.",,,,,,,,,,,,,,0xFF01FE,
1159,,,"Vous pincez %s.",,,,,,,,,,,,,,0xFF01FE,
1160,,,"%s se pince.",,,,,,,,,,,,,,0xFF01FE,
1161,,,"Vous vous pincez.",,,,,,,,,,,,,,0xFF01FE,
1162,,,"%s se pince.",,,,,,,,,,,,,,0xFF01FE,
1168,,,"%s éprouve de la fierté envers %s.",,,,,,,,,,,,,,0xFF01FE,
1169,,,"Vous faites la fierté |2 %s.",,,,,,,,,,,,,,0xFF01FE,
1170,,,"%s fait votre fierté.",,,,,,,,,,,,,,0xFF01FE,
1171,,,"%s est fier de lui.",,,,,,,,,,,,,,0xFF01FE,
1172,,,"Vous éprouvez de la fierté envers vous-même.",,,,,,,,,,,,,,0xFF01FE,
1173,,,"%s est fière d'elle.",,,,,,,,,,,,,,0xFF01FE,
1174,,,"%s fait une promesse à %s.",,,,,,,,,,,,,,0xFF01FE,
1175,,,"%s vous fait une promesse.",,,,,,,,,,,,,,0xFF01FE,
1176,,,"Vous faites une promesse à %s.",,,,,,,,,,,,,,0xFF01FE,
1177,,,"%s cherche le pouls |2 %s. Oh non !",,,,,,,,,,,,,,0xFF01FE,
1178,,,"%s cherche votre pouls.",,,,,,,,,,,,,,0xFF01FE,
1179,,,"Vous cherchez le pouls |2 %s. Oh non !",,,,,,,,,,,,,,0xFF01FE,
1180,,,"%s cherche son propre pouls.",,,,,,,,,,,,,,0xFF01FE,
1181,,,"Vous cherchez votre propre pouls.",,,,,,,,,,,,,,0xFF01FE,
1182,,,"%s donne un coup sur l'épaule de %s.",,,,,,,,,,,,,,0xFF01FE,
1183,,,"%s donne un coup de poing dans votre épaule.",,,,,,,,,,,,,,0xFF01FE,
1184,,,"Vous donnez un coup sur l'épaule de %s.",,,,,,,,,,,,,,0xFF01FE,
1185,,,"%s fait la moue à %s.",,,,,,,,,,,,,,0xFF01FE,
1186,,,"%s vous fait la moue.",,,,,,,,,,,,,,0xFF01FE,
1187,,,"Vous faites la moue à %s.",,,,,,,,,,,,,,0xFF01FE,
1188,,,"%s fait la moue à tous ceux qui l'entourent.",,,,,,,,,,,,,,0xFF01FE,
1189,,,"Vous faites la moue à tous ceux qui vous entourent.",,,,,,,,,,,,,,0xFF01FE,
1190,,,"%s fait la moue à tous ceux qui l'entourent.",,,,,,,,,,,,,,0xFF01FE,
1191,,,"%s ressent du regret.",,,,,,,,,,,,,,0xFF01FE,
1192,,,"Vous ressentez du regret.",,,,,,,,,,,,,,0xFF01FE,
1193,,,"",,,,,,,,,,,,,,0xFF01FC,
1199,,,"%s jure de se venger de %s.",,,,,,,,,,,,,,0xFF01FE,
1200,,,"%s jure de se venger de vous.",,,,,,,,,,,,,,0xFF01FE,
1201,,,"Vous jurez de vous venger de %s.",,,,,,,,,,,,,,0xFF01FE,
1202,,,"%s jure qu'il se vengera.",,,,,,,,,,,,,,0xFF01FE,
1203,,,"Vous jurez que vous aurez votre revanche.",,,,,,,,,,,,,,0xFF01FE,
1204,,,"%s jure qu'elle se vengera.",,,,,,,,,,,,,,0xFF01FE,
1205,,,"%s roule des yeux en direction de %s.",,,,,,,,,,,,,,0xFF01FE,
1206,,,"%s roule des yeux en vous regardant.",,,,,,,,,,,,,,0xFF01FE,
1207,,,"Vous roulez des yeux en direction de %s.",,,,,,,,,,,,,,0xFF01FE,
1208,,,"%s roule des yeux.",,,,,,,,,,,,,,0xFF01FE,
1209,,,"Vous roulez des yeux.",,,,,,,,,,,,,,0xFF01FE,
1210,,,"%s roule des yeux en regardant %s.",,,,,,,,,,,,,,0xFF01FE,
1211,,,"%s roule des yeux dans votre direction.",,,,,,,,,,,,,,0xFF01FE,
1212,,,"%s roule des yeux.",,,,,,,,,,,,,,0xFF01FE,
1213,,,"%s décoiffe %s.",,,,,,,,,,,,,,0xFF01FE,
1214,,,"%s vous décoiffe.",,,,,,,,,,,,,,0xFF01FE,
1215,,,"Vous décoiffez %s.",,,,,,,,,,,,,,0xFF01FE,
1216,,,"%s se décoiffe.",,,,,,,,,,,,,,0xFF01FE,
1217,,,"Vous vous décoiffez.",,,,,,,,,,,,,,0xFF01FE,
1218,,,"%s se décoiffe.",,,,,,,,,,,,,,0xFF01FE,
1219,,,"%s baisse la tête avec découragement.",,,,,,,,,,,,,,0xFF01FE,
1220,,,"Vous baissez la tête de découragement.",,,,,,,,,,,,,,0xFF01FE,
1221,,,"%s baisse la tête avec découragement.",,,,,,,,,,,,,,0xFF01FE,
1222,,,"%s ricane de%s.",,,,,,,,,,,,,,0xFF01FE,
1223,,,"%s ricane de vous.",,,,,,,,,,,,,,0xFF01FE,
1224,,,"Vous ricanez de %s.",,,,,,,,,,,,,,0xFF01FE,
1225,,,"%s ricane.",,,,,,,,,,,,,,0xFF01FE,
1226,,,"Vous ricanez.",,,,,,,,,,,,,,0xFF01FE,
1227,,,"%s gronde %s.",,,,,,,,,,,,,,0xFF01FE,
1228,,,"%s vous gronde.",,,,,,,,,,,,,,0xFF01FE,
1229,,,"Vous grondez %s.",,,,,,,,,,,,,,0xFF01FE,
1230,,,"%s se gronde.",,,,,,,,,,,,,,0xFF01FE,
1231,,,"Vous vous grondez.",,,,,,,,,,,,,,0xFF01FE,
1232,,,"%s se gronde.",,,,,,,,,,,,,,0xFF01FE,
1233,,,"%s grimace à la vue de %s.",,,,,,,,,,,,,,0xFF01FE,
1234,,,"%s grimace à votre vue.",,,,,,,,,,,,,,0xFF01FE,
1235,,,"Vous grimacez en regardant %s.",,,,,,,,,,,,,,0xFF01FE,
1236,,,"%s grimace.",,,,,,,,,,,,,,0xFF01FE,
1237,,,"Vous grimacez.",,,,,,,,,,,,,,0xFF01FE,
1238,,,"%s grimace.",,,,,,,,,,,,,,0xFF01FE,
1239,,,"%s cherche quelque chose.",,,,,,,,,,,,,,0xFF01FE,
1240,,,"Vous cherchez quelque chose.",,,,,,,,,,,,,,0xFF01FE,
1241,,,"%s agite le poing vers %s.",,,,,,,,,,,,,,0xFF01FE,
1242,,,"%s secoue le poing dans votre direction.",,,,,,,,,,,,,,0xFF01FE,
1243,,,"Vous secouez le poing en direction de %s.",,,,,,,,,,,,,,0xFF01FE,
1244,,,"%s secoue le poing.",,,,,,,,,,,,,,0xFF01FE,
1245,,,"Vous secouez le poing.",,,,,,,,,,,,,,0xFF01FE,
1246,,,"%s secoue le poing vers %s.",,,,,,,,,,,,,,0xFF01FE,
1247,,,"%s secoue son poing dans votre direction.",,,,,,,,,,,,,,0xFF01FE,
1248,,,"%s secoue le poing.",,,,,,,,,,,,,,0xFF01FE,
1249,,,"Les yeux de %s tournent de tous les côtés avec méfiance.",,,,,,,,,,,,,,0xFF01FE,
1250,,,"Vos yeux tournent de tous les côtés avec méfiance.",,,,,,,,,,,,,,0xFF01FE,
1251,,,"%s frissonne à la vue de %s.",,,,,,,,,,,,,,0xFF01FE,
1252,,,"%s frissonne à votre vue.",,,,,,,,,,,,,,0xFF01FE,
1253,,,"Vous frissonnez à la vue de %s.",,,,,,,,,,,,,,0xFF01FE,
1254,,,"%s frissonne.",,,,,,,,,,,,,,0xFF01FE,
1255,,,"Vous frissonnez.",,,,,,,,,,,,,,0xFF01FE,
1256,,,"%s donne le signal à %s.",,,,,,,,,,,,,,0xFF01FE,
1257,,,"%s vous donne le signal.",,,,,,,,,,,,,,0xFF01FE,
1258,,,"Vous donnez le signal à %s.",,,,,,,,,,,,,,0xFF01FE,
1259,,,"%s donne le signal.",,,,,,,,,,,,,,0xFF01FE,
1260,,,"Vous donnez le signal.",,,,,,,,,,,,,,0xFF01FE,
1261,,,"",,,,,,,,,,,,,,0xFF01FC,
1262,,,"%s dit à %s de se taire. Chut !",,,,,,,,,,,,,,0xFF01FE,
1263,,,"%s vous dit de vous taire. Chut !",,,,,,,,,,,,,,0xFF01FE,
1264,,,"Vous dites à %s de se taire. Chut !",,,,,,,,,,,,,,0xFF01FE,
1265,,,"%s dit à tout le monde de se taire. Chut !",,,,,,,,,,,,,,0xFF01FE,
1266,,,"Vous dites à tout le monde de se taire. Chut !",,,,,,,,,,,,,,0xFF01FE,
1267,,,"%s chante une sérénade à %s.",,,,,,,,,,,,,,0xFF01FE,
1268,,,"%s vous chante une sérénade.",,,,,,,,,,,,,,0xFF01FE,
1269,,,"Vous chantez une sérénade à %s.",,,,,,,,,,,,,,0xFF01FE,
1270,,,"%s se met à chanter.",,,,,,,,,,,,,,0xFF01FE,
1271,,,"Vous vous mettez à chanter.",,,,,,,,,,,,,,0xFF01FE,
1272,,,"%s donne une claque à %s sur la tête.",,,,,,,,,,,,,,0xFF01FE,
1273,,,"%s vous frappe sur la tête.",,,,,,,,,,,,,,0xFF01FE,
1274,,,"Vous frappez %s sur la tête.",,,,,,,,,,,,,,0xFF01FE,
1275,,,"%s essaie de s'éloigner discrètement de %s.",,,,,,,,,,,,,,0xFF01FE,
1276,,,"%s essaie de vous fuir discrètement.",,,,,,,,,,,,,,0xFF01FE,
1277,,,"Vous essayez de fuir %s discrètement.",,,,,,,,,,,,,,0xFF01FE,
1278,,,"%s essaie de s'éloigner discrètement.",,,,,,,,,,,,,,0xFF01FE,
1279,,,"Vous essayez de vous enfuir discrètement.",,,,,,,,,,,,,,0xFF01FE,
1280,,,"%s éternue sur %s. Atchoum !",,,,,,,,,,,,,,0xFF01FE,
1281,,,"%s éternue sur vous. Atchoum !",,,,,,,,,,,,,,0xFF01FE,
1282,,,"Vous éternuez sur %s. Atchoum !",,,,,,,,,,,,,,0xFF01FE,
1283,,,"%s éternue. Atchoum !",,,,,,,,,,,,,,0xFF01FE,
1284,,,"Vous éternuez. Atchoum !",,,,,,,,,,,,,,0xFF01FE,
1285,,,"%s renifle avec dérision vers %s.",,,,,,,,,,,,,,0xFF01FE,
1286,,,"%s renifle avec dérision à votre vue.",,,,,,,,,,,,,,0xFF01FE,
1287,,,"Vous reniflez avec dérision vers %s.",,,,,,,,,,,,,,0xFF01FE,
1288,,,"%s renifle.",,,,,,,,,,,,,,0xFF01FE,
1289,,,"Vous reniflez.",,,,,,,,,,,,,,0xFF01FE,
1290,,,"%s couine en direction de %s.",,,,,,,,,,,,,,0xFF01FE,
1291,,,"%s couine dans votre direction.",,,,,,,,,,,,,,0xFF01FE,
1292,,,"Vous couinez à la vue de %s.",,,,,,,,,,,,,,0xFF01FE,
1293,,,"%s couine comme un cochon.",,,,,,,,,,,,,,0xFF01FE,
1294,,,"Vous couinez comme un cochon.",,,,,,,,,,,,,,0xFF01FE,
1295,,,"%s dit à %s d'arrêter d'attaquer.",,,,,,,,,,,,,,0xFF01FE,
1296,,,"%s vous dit d'arrêter d'attaquer.",,,,,,,,,,,,,,0xFF01FE,
1297,,,"Vous dites à %s d'arrêter d'attaquer.",,,,,,,,,,,,,,0xFF01FE,
1298,,,"%s dit à tout le monde d'arrêter d'attaquer.",,,,,,,,,,,,,,0xFF01FE,
1299,,,"Vous dites à tout le monde d'arrêter d'attaquer.",,,,,,,,,,,,,,0xFF01FE,
1300,,,"%s se méfie de %s.",,,,,,,,,,,,,,0xFF01FE,
1301,,,"%s se méfie de vous.",,,,,,,,,,,,,,0xFF01FE,
1302,,,"Vous vous méfiez de %s.",,,,,,,,,,,,,,0xFF01FE,
1303,,,"%s plisse les yeux avec méfiance.",,,,,,,,,,,,,,0xFF01FE,
1304,,,"Vous plissez les yeux avec méfiance.",,,,,,,,,,,,,,0xFF01FE,
1305,,,"%s pense à %s.",,,,,,,,,,,,,,0xFF01FE,
1306,,,"%s pense à vous.",,,,,,,,,,,,,,0xFF01FE,
1307,,,"Vous pensez à %s.",,,,,,,,,,,,,,0xFF01FE,
1308,,,"%s est dans ses pensées.",,,,,,,,,,,,,,0xFF01FE,
1309,,,"Vous êtes dans vos pensées.",,,,,,,,,,,,,,0xFF01FE,
1310,,,"%s propose une trêve à %s.",,,,,,,,,,,,,,0xFF01FE,
1311,,,"%s vous propose une trêve.",,,,,,,,,,,,,,0xFF01FE,
1312,,,"Vous proposez une trêve à %s.",,,,,,,,,,,,,,0xFF01FE,
1313,,,"%s se tourne les pouces.",,,,,,,,,,,,,,0xFF01FE,
1314,,,"Vous vous tournez les pouces.",,,,,,,,,,,,,,0xFF01FE,
1315,,,"%s se tourne les pouces.",,,,,,,,,,,,,,0xFF01FE,
1316,,,"%s avertit %s.",,,,,,,,,,,,,,0xFF01FE,
1317,,,"%s vous avertit.",,,,,,,,,,,,,,0xFF01FE,
1318,,,"Vous avertissez %s.",,,,,,,,,,,,,,0xFF01FE,
1319,,,"%s avertit tout le monde.",,,,,,,,,,,,,,0xFF01FE,
1320,,,"Vous avertissez tout le monde.",,,,,,,,,,,,,,0xFF01FE,
1321,,,"%s claque des doigts en direction de %s.",,,,,,,,,,,,,,0xFF01FE,
1322,,,"%s claque des doigts dans votre direction.",,,,,,,,,,,,,,0xFF01FE,
1323,,,"Vous claquez des doigts en direction de %s.",,,,,,,,,,,,,,0xFF01FE,
1324,,,"%s claque des doigts.",,,,,,,,,,,,,,0xFF01FE,
1325,,,"Vous claquez des doigts.",,,,,,,,,,,,,,0xFF01FE,
1326,,,"%s claque des doigts en direction de %s.",,,,,,,,,,,,,,0xFF01FE,
1327,,,"%s claque des doigts vers vous.",,,,,,,,,,,,,,0xFF01FE,
1328,,,"%s claque des doigts.",,,,,,,,,,,,,,0xFF01FE,
1329,,,"%s plisse les yeux de méfiance.",,,,,,,,,,,,,,0xFF01FE,
1330,,,"%s tend les bras.",,,,,,,,,,,,,,0xFF01FE,
1331,,,"Vous tendez les bras.",,,,,,,,,,,,,,0xFF01FE,
1332,,,"%s tend les bras.",,,,,,,,,,,,,,0xFF01FE,
1333,,,"%s a un mauvais pressentiment concernant %s.",,,,,,,,,,,,,,0xFF01FE,
1334,,,"%s a un mauvais pressentiment vous concernant.",,,,,,,,,,,,,,0xFF01FE,
1335,,,"Vous avez un mauvais pressentiment concernant %s.",,,,,,,,,,,,,,0xFF01FE,
1336,,,"%s trouve que %s a du charme.",,,,,,,,,,,,,,0xFF01FE,
1337,,,"%s trouve que vous avez du charme.",,,,,,,,,,,,,,0xFF01FE,
1338,,,"Vous trouvez que %s a du charme.",,,,,,,,,,,,,,0xFF01FE,
1339,,,"%s met son charme en avant.",,,,,,,,,,,,,,0xFF01FE,
1340,,,"Vous mettez votre charme en avant.",,,,,,,,,,,,,,0xFF01FE,
1341,,,"%s bouche les oreilles |2 %s.",,,,,,,,,,,,,,0xFF01FE,
1342,,,"%s se bouche les oreilles.",,,,,,,,,,,,,,0xFF01FE,
1343,,,"Vous bouchez les oreilles |2 %s.",,,,,,,,,,,,,,0xFF01FE,
1344,,,"%s se bouche les oreilles.",,,,,,,,,,,,,,0xFF01FE,
1345,,,"Vous vous bouchez les oreilles.",,,,,,,,,,,,,,0xFF01FE,
1346,,,"%s se bouche les oreilles.",,,,,,,,,,,,,,0xFF01FE,
1347,,,"%s croise les bras face à %s. Humpf !",,,,,,,,,,,,,,0xFF01FE,
1348,,,"%s croise les bras face à vous. Humpf !",,,,,,,,,,,,,,0xFF01FE,
