long,long,long,str,
105513,24588,4,"Руноделом клана Закаленных Бурей",
109264,24588,5,"Руноделе клана Закаленных Бурей",
94261,24589,1,"Рунокова Тяжелого Молота",
98012,24589,2,"Рунокову Тяжелому Молоту",
101763,24589,3,"Рунокова Тяжелый Молот",
105514,24589,4,"Руноковом Тяжелым Молотом",
109265,24589,5,"Рунокове Тяжелом Молоте",
94262,24590,1,"Руночара из клана Волдскар",
98013,24590,2,"Руночару из клана Волдскар",
101764,24590,3,"Руночара из клана Волдскар",
105515,24590,4,"Руночаром из клана Волдскар",
109266,24590,5,"Руночаре из клана Волдскар",
94263,24591,1,"Рутнера Сталеруба",
98014,24591,2,"Рутнеру Сталерубу",
101765,24591,3,"Рутнера Сталеруба",
105516,24591,4,"Рутнером Сталерубом",
109267,24591,5,"Рутнере Сталерубе",
94264,24592,1,"Рууны Слепой",
98015,24592,2,"Рууне Слепой",
101766,24592,3,"Рууну Слепую",
105517,24592,4,"Рууной Слепой",
109268,24592,5,"Рууне Слепой",
94265,24593,1,"Руха-кровокрыла",
98016,24593,2,"Руху-кровокрылу",
101767,24593,3,"Руха-кровокрыла",
105518,24593,4,"Рухом-кровокрылом",
109269,24593,5,"Рухе-кровокрыле",
94266,24594,1,"Ручного скунса",
98017,24594,2,"Ручному скунсу",
101768,24594,3,"Ручного скунса",
105519,24594,4,"Ручным скунсом",
109270,24594,5,"Ручном скунсе",
94267,24595,1,"Рыбака Моа'ки",
98018,24595,2,"Рыбаку Моа'ке",
101769,24595,3,"Рыбака Моа'ку",
105520,24595,4,"Рыбаком Моа'кой",
109271,24595,5,"Рыбаке Моа'ке",
94268,24596,1,"Рыбака из деревни Инду'ле",
98019,24596,2,"Рыбаку из деревни Инду'ле",
101770,24596,3,"Рыбака из деревни Инду'ле",
105521,24596,4,"Рыбаком из деревни Инду'ле",
109272,24596,5,"Рыбаке из деревни Инду'ле",
94269,24597,1,"Рыболова из клана Истинного Клыка",
98020,24597,2,"Рыболову из клана Истинного Клыка",
101771,24597,3,"Рыболова из клана Истинного Клыка",
105522,24597,4,"Рыболовом из клана Истинного Клыка",
109273,24597,5,"Рыболове из клана Истинного Клыка",
94270,24598,1,"Рыболова Крепости Отваги",
98021,24598,2,"Рыболову Крепости Отваги",
101772,24598,3,"Рыболова Крепости Отваги",
105523,24598,4,"Рыболовом Крепости Отваги",
109274,24598,5,"Рыболове Крепости Отваги",
94271,24599,1,"Рыбы-молота бухты Кинжалов",
98022,24599,2,"Рыбе-молоту бухты Кинжалов",
101773,24599,3,"Рыбу-молот бухты Кинжалов",
105524,24599,4,"Рыбой-молотом бухты Кинжалов",
109275,24599,5,"Рыбе-молоте бухты Кинжалов",
94272,24600,1,"Рыжего саблезуба",
98023,24600,2,"Рыжему саблезубу",
101774,24600,3,"Рыжего саблезуба",
105525,24600,4,"Рыжим саблезубом",
109276,24600,5,"Рыжем саблезубе",
94273,24601,1,"Рыжего волка",
98024,24601,2,"Рыжему волку",
101775,24601,3,"Рыжего волка",
105526,24601,4,"Рыжим волком",
109277,24601,5,"Рыжем волке",
94274,24602,1,"""Рыжего"" Джека Финдла",
98025,24602,2,"""Рыжему"" Джеку Финдлу",
101776,24602,3,"""Рыжего"" Джека Финдла",
105527,24602,4,"""Рыжим"" Джеком Финдлом",
109278,24602,5,"""Рыжем"" Джеке Финдле",
94275,24603,1,"Рыцаря Мариссы",
98026,24603,2,"Рыцарю Мариссе",
101777,24603,3,"Рыцаря Мариссу",
105528,24603,4,"Рыцарем Мариссой",
109279,24603,5,"Рыцаре Мариссе",
94276,24604,1,"Рыцаря Жозефины",
98027,24604,2,"Рыцарю Жозефине",
101778,24604,3,"Рыцаря Жозефину",
105529,24604,4,"Рыцарем Жозефиной",
109280,24604,5,"Рыцаре Жозефине",
94277,24605,1,"Рыцаря Брун",
98028,24605,2,"Рыцарю Брун",
101779,24605,3,"Рыцаря Брун",
105530,24605,4,"Рыцарем Брун",
109281,24605,5,"Рыцаре Брун",
94278,24606,1,"Рыцаря ордена Серебряной Длани",
98029,24606,2,"Рыцарю ордена Серебряной Длани",
101780,24606,3,"Рыцаря ордена Серебряной Длани",
105531,24606,4,"Рыцарем ордена Серебряной Длани",
109282,24606,5,"Рыцаре ордена Серебряной Длани",
94279,24607,1,"Рыцаря-ветерана Алечи Сегарда",
98030,24607,2,"Рыцарю-ветерану Алече Сегарду",
101781,24607,3,"Рыцаря-ветерана Алечу Сегарда",
105532,24607,4,"Рыцарем-ветераном Алечей Сегардом",
109283,24607,5,"Рыцаре-ветеране Алече Сегарде",
94280,24608,1,"Рыцаря Валуса",
98031,24608,2,"Рыцарю Валусу",
101782,24608,3,"Рыцаря Валуса",
105533,24608,4,"Рыцарем Валусом",
109284,24608,5,"Рыцаре Валусе",
94281,24609,1,"Рыцаря Вотхи",
98032,24609,2,"Рыцарю Вотхе",
101783,24609,3,"Рыцаря Вотху",
105534,24609,4,"Рыцарем Вотхой",
109285,24609,5,"Рыцаре Вотхе",
94282,24610,1,"Рыцаря Ламуфа",
98033,24610,2,"Рыцарю Ламуфу",
101784,24610,3,"Рыцаря Ламуфа",
105535,24610,4,"Рыцарем Ламуфом",
109286,24610,5,"Рыцаре Ламуфе",
94283,24611,1,"Рыцаря Дольного Очага",
98034,24611,2,"Рыцарю Дольного Очага",
101785,24611,3,"Рыцаря Дольного Очага",
105536,24611,4,"Рыцарем Дольного Очага",
109287,24611,5,"Рыцаре Дольного Очага",
94284,24612,1,"Рыцаря Олакина Сайнрита",
98035,24612,2,"Рыцарю Олакину Сайнриту",
101786,24612,3,"Рыцаря Олакина Сайнрита",
105537,24612,4,"Рыцарем Олакином Сайнритом",
109288,24612,5,"Рыцаре Олакине Сайнрите",
94285,24613,1,"Рыцаря Алого Натиска",
98036,24613,2,"Рыцарю Алого Натиска",
101787,24613,3,"Рыцаря Алого Натиска",
105538,24613,4,"Рыцарем Алого Натиска",
109289,24613,5,"Рыцаре Алого Натиска",
94286,24614,1,"Рыцаря смерти Алого Натиска",
98037,24614,2,"Рыцарю смерти Алого Натиска",
101788,24614,3,"Рыцаря смерти Алого Натиска",
105539,24614,4,"Рыцарем смерти Алого Натиска",
109290,24614,5,"Рыцаре смерти Алого Натиска",
94287,24615,1,"Рыцаря Даргата",
98038,24615,2,"Рыцарю Даргату",
101789,24615,3,"Рыцаря Даргата",
105540,24615,4,"Рыцарем Даргатом",
109291,24615,5,"Рыцаре Даргате",
94288,24616,1,"Рыцаря Бриденбрада",
98039,24616,2,"Рыцарю Бриденбраду",
101790,24616,3,"Рыцаря Бриденбрада",
105541,24616,4,"Рыцарем Бриденбрадом",
109292,24616,5,"Рыцаре Бриденбраде",
94289,24617,1,"Рыцаря Маккеллара",
98040,24617,2,"Рыцарю Маккеллару",
101791,24617,3,"Рыцаря Маккеллара",
105542,24617,4,"Рыцарем Маккелларом",
109293,24617,5,"Рыцаре Маккелларе",
94290,24618,1,"Рыцаря Черного Клинка",
98041,24618,2,"Рыцарю Черного Клинка",
101792,24618,3,"Рыцаря Черного Клинка",
105543,24618,4,"Рыцарем Черного Клинка",
109294,24618,5,"Рыцаре Черного Клинка",
94291,24619,1,"Рыцаря смерти-воителя",
98042,24619,2,"Рыцарю смерти-воителю",
101793,24619,3,"Рыцаря смерти-воителя",
105544,24619,4,"Рыцарем смерти-воителем",
109295,24619,5,"Рыцаре смерти-воителе",
94292,24620,1,"Рыцаря Джонатана",
98043,24620,2,"Рыцарю Джонатану",
101794,24620,3,"Рыцаря Джонатана",
105545,24620,4,"Рыцарем Джонатаном",
109296,24620,5,"Рыцаре Джонатане",
94293,24621,1,"Рыцаря Серебряного ордена",
98044,24621,2,"Рыцарю Серебряного ордена",
101795,24621,3,"Рыцаря Серебряного ордена",
105546,24621,4,"Рыцарем Серебряного ордена",
109297,24621,5,"Рыцаре Серебряного ордена",
94294,24622,1,"Рыцаря Крепости Фордрагона",
98045,24622,2,"Рыцарю Крепости Фордрагона",
101796,24622,3,"Рыцаря Крепости Фордрагона",
105547,24622,4,"Рыцарем Крепости Фордрагона",
109298,24622,5,"Рыцаре Крепости Фордрагона",
94295,24623,1,"Рыцаря Отрока Солнца",
98046,24623,2,"Рыцарю Отроку Солнца",
101797,24623,3,"Рыцаря Отрока Солнца",
105548,24623,4,"Рыцарем Отроком Солнца",
109299,24623,5,"Рыцаре Отроке Солнца",
94296,24624,1,"Рыцаря благочестия",
98047,24624,2,"Рыцарю благочестия",
101798,24624,3,"Рыцаря благочестия",
105549,24624,4,"Рыцарем благочестия",
109300,24624,5,"Рыцаре благочестия",
94297,24625,1,"Рыцаря смерти-посвященного",
98048,24625,2,"Рыцарю смерти-посвященному",
101799,24625,3,"Рыцаря смерти-посвященного",
105550,24625,4,"Рыцарем смерти-посвященным",
109301,24625,5,"Рыцаре смерти-посвященном",
94298,24626,1,"Рэны",
98049,24626,2,"Рэне",
101800,24626,3,"Рэну",
105551,24626,4,"Рэной",
109302,24626,5,"Рэне",
94299,24627,1,"Рюкзака гоблина-сапера",
98050,24627,2,"Рюкзаку гоблина-сапера",
101801,24627,3,"Рюкзака гоблина-сапера",
105552,24627,4,"Рюкзаком гоблина-сапера",
109303,24627,5,"Рюкзаке гоблина-сапера",
94300,24628,1,"Саблезуба с острова дизайнеров",
98051,24628,2,"Саблезубу с острова дизайнеров",
101802,24628,3,"Саблезуба с острова дизайнеров",
105553,24628,4,"Саблезубом с острова дизайнеров",
109304,24628,5,"Саблезубе с острова дизайнеров",
94301,24629,1,"Сагаи",
98052,24629,2,"Сагаи",
101803,24629,3,"Сагаи",
105554,24629,4,"Сагаи",
109305,24629,5,"Сагаи",
94302,24630,1,"Саланара Всадника",
98053,24630,2,"Саланару Всаднику",
101804,24630,3,"Саланара Всадника",
105555,24630,4,"Саланаром Всадником",
109306,24630,5,"Саланаре Всаднике",
94303,24631,1,"Салнаракса Резчика Плоти",
98054,24631,2,"Салнараксу Резчику Плоти",
101805,24631,3,"Салнаракса Резчика Плоти",
105556,24631,4,"Салнараксом Резчиком Плоти",
109307,24631,5,"Салнараксе Резчике Плоти",
94304,24632,1,"Салрамма Плотореза",
98055,24632,2,"Салрамму Плоторезу",
101806,24632,3,"Салрамма Плотореза",
105557,24632,4,"Салраммом Плоторезом",
109308,24632,5,"Салрамме Плоторезе",
94305,24633,1,"Самонаводящегося робота Полувспыхи",
98056,24633,2,"Самонаводящемуся роботу Полувспыхе",
101807,24633,3,"Самонаводящегося робота Полувспыху",
105558,24633,4,"Самонаводящимся роботом Полувспыхой",
109309,24633,5,"Самонаводящемся роботе Полувспыхе",
94306,24634,1,"Самуэля Клирбука",
98057,24634,2,"Самуэлю Клирбуку",
101808,24634,3,"Самуэля Клирбука",
105559,24634,4,"Самуэлем Клирбуком",
109310,24634,5,"Самуэле Клирбуке",
94307,24635,1,"Самца черпорога",
98058,24635,2,"Самцу черпорога",
101809,24635,3,"Самца черпорога",
105560,24635,4,"Самцом черпорога",
109311,24635,5,"Самце черпорога",
94308,24636,1,"Самца шерстистого люторога",
98059,24636,2,"Самцу шерстистого люторога",
101810,24636,3,"Самца шерстистого люторога",
105561,24636,4,"Самцом шерстистого люторога",
109312,24636,5,"Самце шерстистого люторога",
94309,24637,1,"Сани'и",
98060,24637,2,"Сани'и",
101811,24637,3,"Сани'и",
105562,24637,4,"Сани'и",
109313,24637,5,"Сани'и",
94310,24638,1,"Санного пса",
98061,24638,2,"Санному псу",
101812,24638,3,"Санного пса",
105563,24638,4,"Санным псом",
109314,24638,5,"Санном псе",
94311,24639,1,"Санной собаки",
98062,24639,2,"Санной собаке",
101813,24639,3,"Санную собаку",
105564,24639,4,"Санной собакой",
109315,24639,5,"Санной собаке",
94312,24640,1,"Санута Стремительного Копья",
98063,24640,2,"Сануту Стремительному Копью",
101814,24640,3,"Санута Стремительное Копье",
105565,24640,4,"Санутом Стремительным Копьем",
109316,24640,5,"Сануте Стремительном Копье",
94313,24641,1,"Сапфировой совы",
98064,24641,2,"Сапфировой сове",
101815,24641,3,"Сапфировую сову",
105566,24641,4,"Сапфировой совой",
109317,24641,5,"Сапфировой сове",
94314,24642,1,"Сарагосы",
98065,24642,2,"Сарагосе",
101816,24642,3,"Сарагосу",
105567,24642,4,"Сарагосой",
109318,24642,5,"Сарагосе",
94315,24643,1,"Сарамера Светлого Ивняка",
98066,24643,2,"Сарамеру Светлому Ивняку",
101817,24643,3,"Сарамера Светлый Ивняк",
105568,24643,4,"Сарамером Светлым Ивняком",
109319,24643,5,"Сарамере Светлом Ивняке",
94316,24644,1,"Сарастры",
98067,24644,2,"Сарастре",
101818,24644,3,"Сарастру",
105569,24644,4,"Сарастрой",
109320,24644,5,"Сарастре",
94317,24645,1,"Сарендрианы",
98068,24645,2,"Сарендриане",
101819,24645,3,"Сарендриану",
105570,24645,4,"Сарендрианой",
109321,24645,5,"Сарендриане",
94318,24646,1,"Сарии",
98069,24646,2,"Сарии",
101820,24646,3,"Сарии",
105571,24646,4,"Сарии",
109322,24646,5,"Сарии",
94319,24647,1,"Саронитового ужаса",
98070,24647,2,"Саронитовому ужасу",
101821,24647,3,"Саронитового ужаса",
105572,24647,4,"Саронитовым ужасом",
109323,24647,5,"Саронитовом ужасе",
94320,24648,1,"Сартариона",
98071,24648,2,"Сартариону",
101822,24648,3,"Сартариона",
105573,24648,4,"Сартарионом",
109324,24648,5,"Сартарионе",
94321,24649,1,"Сархула Восставшего",
98072,24649,2,"Сархулу Восставшему",
101823,24649,3,"Сархула Восставшего",
105574,24649,4,"Сархулом Восставшим",
109325,24649,5,"Сархуле Восставшем",
94322,24650,1,"Сары Решительной",
98073,24650,2,"Саре Решительной",
101824,24650,3,"Сару Решительную",
105575,24650,4,"Сарой Решительной",
109326,24650,5,"Саре Решительной",
94323,24651,1,"Сауранка Мистика",
98074,24651,2,"Сауранку Мистику",
101825,24651,3,"Сауранка Мистика",
105576,24651,4,"Сауранком Мистиком",
109327,24651,5,"Сауранке Мистике",
94324,24652,1,"Сафирдранга",
98075,24652,2,"Сафирдрангу",
101826,24652,3,"Сафирдранга",
105577,24652,4,"Сафирдрангом",
109328,24652,5,"Сафирдранге",
94325,24653,1,"Сафф",
98076,24653,2,"Сафф",
101827,24653,3,"Сафф",
105578,24653,4,"Сафф",
109329,24653,5,"Сафф",
94326,24654,1,"Саффрон Рейнольдс",
98077,24654,2,"Саффрон Рейнольдс",
101828,24654,3,"Саффрон Рейнольдс",
105579,24654,4,"Саффрон Рейнольдс",
109330,24654,5,"Саффрон Рейнольдс",
94327,24655,1,"Саши",
98078,24655,2,"Саше",
101829,24655,3,"Сашу",
105580,24655,4,"Сашей",
109331,24655,5,"Саше",
94328,24656,1,"Сбежавшего гладиатора",
98079,24656,2,"Сбежавшему гладиатору",
101830,24656,3,"Сбежавшего гладиатора",
105581,24656,4,"Сбежавшим гладиатором",
109332,24656,5,"Сбежавшем гладиаторе",
94329,24657,1,"Сбежавшего цыпленка",
98080,24657,2,"Сбежавшему цыпленку",
101831,24657,3,"Сбежавшего цыпленка",
105582,24657,4,"Сбежавшим цыпленком",
109333,24657,5,"Сбежавшем цыпленке",
94330,24658,1,"Сбоя инженерного транспортера: Альянс",
98081,24658,2,"Сбою инженерного транспортера: Альянс",
101832,24658,3,"Сбой инженерного транспортера: Альянс",
105583,24658,4,"Сбоем инженерного транспортера: Альянс",
109334,24658,5,"Сбое инженерного транспортера: Альянс",
94331,24659,1,"Сбора горгулий",
98082,24659,2,"Сбору горгулий",
101833,24659,3,"Сбора горгулий",
105584,24659,4,"Сбором горгулий",
109335,24659,5,"Сборе горгулий",
94332,24660,1,"Сборщика из племени Холодного Плавника",
98083,24660,2,"Сборщику из племени Холодного Плавника",
101834,24660,3,"Сборщика из племени Холодного Плавника",
105585,24660,4,"Сборщиком из племени Холодного Плавника",
109336,24660,5,"Сборщике из племени Холодного Плавника",
94333,24661,1,"Сборщика урожая",
98084,24661,2,"Сборщику урожая",
101835,24661,3,"Сборщика урожая",
105586,24661,4,"Сборщиком урожая",
109337,24661,5,"Сборщике урожая",
94334,24662,1,"Свалы Вечноскорбящей",
98085,24662,2,"Свале Вечноскорбящей",
101836,24662,3,"Свалу Вечноскорбящую",
105587,24662,4,"Свалой Вечноскорбящей",
109338,24662,5,"Свале Вечноскорбящей",
94335,24663,1,"Свалы",
98086,24663,2,"Свале",
101837,24663,3,"Свалу",
105588,24663,4,"Свалой",
109339,24663,5,"Свале",
94336,24664,1,"Сверкающего воина",
98087,24664,2,"Сверкающему воину",
101838,24664,3,"Сверкающего воина",
105589,24664,4,"Сверкающим воином",
109340,24664,5,"Сверкающем воине",
94337,24665,1,"Сверкающего зайца",
98088,24665,2,"Сверкающему зайцу",
101839,24665,3,"Сверкающего зайца",
105590,24665,4,"Сверкающим зайцем",
109341,24665,5,"Сверкающем зайце",
94338,24666,1,"Сверкающего оракула",
98089,24666,2,"Сверкающему оракулу",
101840,24666,3,"Сверкающего оракула",
105591,24666,4,"Сверкающим оракулом",
109342,24666,5,"Сверкающем оракуле",
94339,24667,1,"Сверчка",
98090,24667,2,"Сверчку",
101841,24667,3,"Сверчка",
105592,24667,4,"Сверчком",
109343,24667,5,"Сверчке",
94340,24668,1,"Свиновода Брага",
98091,24668,2,"Свиноводу Брагу",
101842,24668,3,"Свиновода Брага",
105593,24668,4,"Свиноводом Брагом",
109344,24668,5,"Свиноводе Браге",
94341,24669,1,"Свиньи клана Песни Войны",
98092,24669,2,"Свинье клана Песни Войны",
101843,24669,3,"Свинью клана Песни Войны",
105594,24669,4,"Свиньей клана Песни Войны",
109345,24669,5,"Свинье клана Песни Войны",
94342,24670,1,"Свободного боевого стража",
98093,24670,2,"Свободному боевому стражу",
101844,24670,3,"Свободного боевого стража",
105595,24670,4,"Свободным боевым стражем",
109346,24670,5,"Свободном боевом страже",
94343,24671,1,"Святилище бурь",
98094,24671,2,"Святилище бурь",
101845,24671,3,"Святилище бурь",
105596,24671,4,"Святилище бурь",
109347,24671,5,"Святилище бурь",
94344,24672,1,"Священник 7-го легиона",
98095,24672,2,"Священник 7-го легиона",
101846,24672,3,"Священник 7-го легиона",
105597,24672,4,"Священник 7-го легиона",
109348,24672,5,"Священник 7-го легиона",
94345,24673,1,"Священника Альянса",
98096,24673,2,"Священнику Альянса",
101847,24673,3,"Священника Альянса",
105598,24673,4,"Священником Альянса",
109349,24673,5,"Священнике Альянса",
94346,24674,1,"Священника Алого ордена",
98097,24674,2,"Священнику Алого ордена",
101848,24674,3,"Священника Алого ордена",
105599,24674,4,"Священником Алого ордена",
109350,24674,5,"Священнике Алого ордена",
94347,24675,1,"Северного строения",
98098,24675,2,"Северному строению",
101849,24675,3,"Северное строение",
105600,24675,4,"Северным строением",
109351,24675,5,"Северном строение",
94348,24676,1,"Северного ветра",
98099,24676,2,"Северному ветру",
101850,24676,3,"Северный ветер",
105601,24676,4,"Северным ветром",
109352,24676,5,"Северном ветре",
94349,24677,1,"Северного леопарда",
98100,24677,2,"Северному леопарду",
101851,24677,3,"Северного леопарда",
105602,24677,4,"Северным леопардом",
109353,24677,5,"Северном леопарде",
94350,24678,1,"Северного зайца",
98101,24678,2,"Северному зайцу",
101852,24678,3,"Северного зайца",
105603,24678,4,"Северным зайцем",
109354,24678,5,"Северном зайце",
94351,24679,1,"Северного камня",
98102,24679,2,"Северному камню",
101853,24679,3,"Северный камень",
105604,24679,4,"Северным камнем",
109355,24679,5,"Северном камне",
94352,24680,1,"Северного нетопыря-крикуна",
98103,24680,2,"Северному нетопырю-крикуну",
101854,24680,3,"Северного нетопыря-крикуна",
105605,24680,4,"Северным нетопырем-крикуном",
109356,24680,5,"Северном нетопыре-крикуне",
94353,24681,1,"Северной штормовой кузни",
98104,24681,2,"Северной штормовой кузне",
101855,24681,3,"Северную штормовую кузню",
105606,24681,4,"Северной штормовой кузней",
109357,24681,5,"Северной штормовой кузне",
94354,24682,1,"Северной гончей",
98105,24682,2,"Северной гончей",
101856,24682,3,"Северную гончую",
105607,24682,4,"Северной гончей",
109358,24682,5,"Северной гончей",
94355,24683,1,"Северной платформы",
98106,24683,2,"Северной платформе",
101857,24683,3,"Северную платформу",
105608,24683,4,"Северной платформой",
109359,24683,5,"Северной платформе",
94356,24684,1,"Северо-восточной воронки",
98107,24684,2,"Северо-восточной воронке",
101858,24684,3,"Северо-восточную воронку",
105609,24684,4,"Северо-восточной воронкой",
109360,24684,5,"Северо-восточной воронке",
94357,24685,1,"Северо-западной воронки",
98108,24685,2,"Северо-западной воронке",
101859,24685,3,"Северо-западную воронку",
105610,24685,4,"Северо-западной воронкой",
109361,24685,5,"Северо-западной воронке",
94358,24686,1,"Северо-западного место крушения",
98109,24686,2,"Северо-западному место крушения",
101860,24686,3,"Северо-западное место крушения",
105611,24686,4,"Северо-западным место крушения",
109362,24686,5,"Северо-западном место крушения",
94359,24687,1,"Седой Морды",
98110,24687,2,"Седой Морде",
101861,24687,3,"Седую Морду",
105612,24687,4,"Седой Мордой",
109363,24687,5,"Седой Морде",
94360,24688,1,"Секретного агента клана Закаленных Бурей",
98111,24688,2,"Секретному агенту клана Закаленных Бурей",
101862,24688,3,"Секретного агента клана Закаленных Бурей",
105613,24688,4,"Секретным агентом клана Закаленных Бурей",
109364,24688,5,"Секретном агенте клана Закаленных Бурей",
94361,24689,1,"Секретного агента сектантов",
98112,24689,2,"Секретному агенту сектантов",
101863,24689,3,"Секретного агента сектантов",
105614,24689,4,"Секретным агентом сектантов",
109365,24689,5,"Секретном агенте сектантов",
94362,24690,1,"Сектанта Кровавой Луны",
98113,24690,2,"Сектанту Кровавой Луны",
101864,24690,3,"Сектанта Кровавой Луны",
105615,24690,4,"Сектантом Кровавой Луны",
109366,24690,5,"Сектанте Кровавой Луны",
94363,24691,1,"Сектанта-некролита",
98114,24691,2,"Сектанту-некролиту",
101865,24691,3,"Сектанта-некролита",
105616,24691,4,"Сектантом-некролитом",
109367,24691,5,"Сектанте-некролите",
94364,24692,1,"Сектанта-саботажника",
98115,24692,2,"Сектанту-саботажнику",
101866,24692,3,"Сектанта-саботажника",
105617,24692,4,"Сектантом-саботажником",
109368,24692,5,"Сектанте-саботажнике",
94365,24693,1,"Села",
98116,24693,2,"Селу",
101867,24693,3,"Села",
105618,24693,4,"Селом",
109369,24693,5,"Селе",
94366,24694,1,"Селид Пивонюх",
98117,24694,2,"Селид Пивонюх",
101868,24694,3,"Селид Пивонюх",
105619,24694,4,"Селид Пивонюх",
109370,24694,5,"Селид Пивонюх",
94367,24695,1,"Селянина Среброречья",
98118,24695,2,"Селянину Среброречья",
101869,24695,3,"Селянина Среброречья",
105620,24695,4,"Селянином Среброречья",
109371,24695,5,"Селянине Среброречья",
94368,24696,1,"Селянина Уну'па",
98119,24696,2,"Селянину Уну'па",
101870,24696,3,"Селянина Уну'па",
105621,24696,4,"Селянином Уну'па",
109372,24696,5,"Селянине Уну'па",
94369,24697,1,"Сербана Опрешку",
98120,24697,2,"Сербану Опрешку",
101871,24697,3,"Сербана Опрешку",
105622,24697,4,"Сербаном Опрешку",
109373,24697,5,"Сербане Опрешку",
94370,24698,1,"Сергея",
98121,24698,2,"Сергею",
101872,24698,3,"Сергея",
105623,24698,4,"Сергеем",
109374,24698,5,"Сергее",
94371,24699,1,"сердитого жука",
98122,24699,2,"сердитому жуку",
101873,24699,3,"сердитого жука",
105624,24699,4,"сердитым жуком",
109375,24699,5,"сердитом жуке",
94372,24700,1,"Серебряношерстого оленя",
98123,24700,2,"Серебряношерстому оленю",
101874,24700,3,"Серебряношерстого оленя",
105625,24700,4,"Серебряношерстым оленем",
109376,24700,5,"Серебряношерстом олене",
94373,24701,1,"Середина лета-торговки",
98124,24701,2,"Середина лета-торговке",
101875,24701,3,"Середина лета-торговку",
105626,24701,4,"Середина лета-торговкой",
109377,24701,5,"Середина лета-торговке",
94374,24702,1,"Сержанта Рианны",
98125,24702,2,"Сержанту Рианне",
101876,24702,3,"Сержанта Рианну",
105627,24702,4,"Сержантом Рианной",
109378,24702,5,"Сержанте Рианне",
94375,24703,1,"Сержанта Дауни",
98126,24703,2,"Сержанту Дауни",
101877,24703,3,"Сержанта Дауни",
105628,24703,4,"Сержантом Дауни",
109379,24703,5,"Сержанте Дауни",
94376,24704,1,"Сержанта Тирика",
98127,24704,2,"Сержанту Тирику",
101878,24704,3,"Сержанта Тирика",
105629,24704,4,"Сержантом Тириком",
109380,24704,5,"Сержанте Тирике",
94377,24705,1,"Сержанта Назгрима",
98128,24705,2,"Сержанту Назгриму",
101879,24705,3,"Сержанта Назгрима",
105630,24705,4,"Сержантом Назгримом",
109381,24705,5,"Сержанте Назгриме",
94378,24706,1,"Сержанта Делиана",
98129,24706,2,"Сержанту Делиану",
101880,24706,3,"Сержанта Делиана",
105631,24706,4,"Сержантом Делианом",
109382,24706,5,"Сержанте Делиане",
94379,24707,1,"Сержанта Осколка Луны",
98130,24707,2,"Сержанту Осколку Луны",
101881,24707,3,"Сержанта Осколок Луны",
105632,24707,4,"Сержантом Осколком Луны",
109383,24707,5,"Сержанте Осколке Луны",
94380,24708,1,"Сержанта Метателя Молота",
98131,24708,2,"Сержанту Метателю Молота",
101882,24708,3,"Сержанта Метателя Молота",
105633,24708,4,"Сержантом Метателем Молота",
109384,24708,5,"Сержанте Метателе Молота",
94381,24709,1,"Сержанта Моригана",
98132,24709,2,"Сержанту Моригану",
101883,24709,3,"Сержанта Моригана",
105634,24709,4,"Сержантом Мориганом",
109385,24709,5,"Сержанте Моригане",
94382,24710,1,"Сержанта Молотогора",
98133,24710,2,"Сержанту Молотогору",
101884,24710,3,"Сержанта Молотогора",
105635,24710,4,"Сержантом Молотогором",
109386,24710,5,"Сержанте Молотогоре",
94383,24711,1,"Сержанта Хартсмана",
98134,24711,2,"Сержанту Хартсману",
101885,24711,3,"Сержанта Хартсмана",
105636,24711,4,"Сержантом Хартсманом",
109387,24711,5,"Сержанте Хартсмане",
94384,24712,1,"Сержанта Костехвата",
98135,24712,2,"Сержанту Костехвату",
101886,24712,3,"Сержанта Костехвата",
105637,24712,4,"Сержантом Костехватом",
109388,24712,5,"Сержанте Костехвате",
94385,24713,1,"Сержанта Туркина",
98136,24713,2,"Сержанту Туркину",
101887,24713,3,"Сержанта Туркина",
105638,24713,4,"Сержантом Туркином",
109389,24713,5,"Сержанте Туркине",
94386,24714,1,"Серинара",
98137,24714,2,"Серинару",
101888,24714,3,"Серинара",
105639,24714,4,"Серинаром",
109390,24714,5,"Серинаре",
94387,24715,1,"Серого волка",
98138,24715,2,"Серому волку",
101889,24715,3,"Серого волка",
105640,24715,4,"Серым волком",
109391,24715,5,"Сером волке",
94388,24716,1,"Серого кодо",
98139,24716,2,"Серому кодо",
101890,24716,3,"Серого кодо",
105641,24716,4,"Серым кодо",
109392,24716,5,"Сером кодо",
94389,24717,1,"Серфекса Разорителя",
98140,24717,2,"Серфексу Разорителю",
101891,24717,3,"Серфекса Разорителя",
105642,24717,4,"Серфексом Разорителем",
109393,24717,5,"Серфексе Разорителе",
94390,24718,1,"Сессо",
98141,24718,2,"Сессо",
101892,24718,3,"Сессо",
105643,24718,4,"Сессо",
109394,24718,5,"Сессо",
94391,24719,1,"Сестры Колин Тулли",
98142,24719,2,"Сестре Колин Тулли",
101893,24719,3,"Сестру Колин Тулли",
105644,24719,4,"Сестрой Колин Тулли",
109395,24719,5,"Сестре Колин Тулли",
94392,24720,1,"Сетаал Темной Целительницы",
98143,24720,2,"Сетаал Темной Целительнице",
101894,24720,3,"Сетаал Темную Целительницу",
105645,24720,4,"Сетаал Темной Целительницей",
109396,24720,5,"Сетаал Темной Целительнице",
94393,24721,1,"Сетиэля",
98144,24721,2,"Сетиэлю",
101895,24721,3,"Сетиэля",
105646,24721,4,"Сетиэлем",
