long,long,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,flags,long,flags,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,
1250,-1,-1,1248,,,"Les aimer comme ils vous aiment",,,,,,,,,,,,,,0xFF01FE,,,"Collecter 50 mascottes différentes.",,,,,,,,,,,,,,0xFF01FE,92,0xA,26,0x0,1522,,,"Récompense : cage à compagnon nauséabonde",,,,,,,,,,,,,,0xFF01FE,0,0,
1372,-1,533,0,,,"Morts de Gluth (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Gluth (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,14823,0xA,26,0x1,97,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1418,-1,-1,0,,,"Grand maître Ingénieur « Prem's » du royaume",,,,,,,,,,,,,,0xFF01FE,,,"Première personne du royaume à atteindre 450 en ingénierie.",,,,,,,,,,,,,,0xFF01FE,81,0x0,26,0x100,333,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1556,-1,-1,0,,,"25 poissons",,,,,,,,,,,,,,0xFF01FE,,,"Pêcher 25 objets.",,,,,,,,,,,,,,0xFF01FE,171,0xA,26,0x0,3179,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
1801,-1,-1,0,,,"Auprès de ma brune",,,,,,,,,,,,,,0xFF01FE,,,"Brasser de la brune du capitaine Rumsey.",,,,,,,,,,,,,,0xFF01FE,170,0xA,26,0x0,1513,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2038,-1,619,0,,,"Respecter ses anciens",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre l'ancien Nadox à Ahn'kahet sans tuer de gardien ahn'kahar en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14921,0xA,26,0x0,3393,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2047,-1,615,0,,,"Éruption volcanique (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Sartharion le Gardien d'Onyx sans être touché par Frappe de lave en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14922,0xA,26,0x0,3087,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
2048,-1,615,0,,,"Éruption volcanique (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Sartharion le Gardien d'Onyx sans être touché par Frappe de lave en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14923,0xA,26,0x0,3087,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
2188,-1,229,0,,,"Leeeeeeeeeeeeeroy !",,,,,,,,,,,,,,0xFF01FE,,,"Tuer 50 dragonnets de la colonie en 15 secondes.",,,,,,,,,,,,,,0xFF01FE,14808,0xA,26,0x0,3495,,,"Titre : Jenkins",,,,,,,,,,,,,,0xFF01FE,0,0,
2786,0,-1,0,,,"Champion des Pitons du Tonnerre",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir le droit de représenter les Pitons du Tonnerre au tournoi d'Argent",,,,,,,,,,,,,,0xFF01FE,14941,0xA,26,0x0,3803,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2880,-1,603,0,,,"Morts du général Vezax (Ulduar à 25)",,,,,,,,,,,,,,0xFF01FE,,,"Morts du général Vezax (Ulduar à 25)",,,,,,,,,,,,,,0xFF01FE,14963,0xA,26,0x1,1700,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2940,-1,603,0,,,"Vous avez été choisi, mande-foudre Brundir (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre l'assemblée du Fer alors que le mande-foudre Brundir en est le dernier membre vivant en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14961,0xA,26,0x0,3858,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2943,-1,603,0,,,"Vous avez été choisi, mande-foudre Brundir (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre l'assemblée du Fer alors que le mande-foudre Brundir en est le dernier membre vivant en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14962,0xA,26,0x0,3858,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
4037,-1,-1,0,,,"Victoires sur les champions de faction (L'épreuve du grand croisé à 10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Victoires sur les champions de faction (L'épreuve du grand croisé à 10 joueurs)",,,,,,,,,,,,,,0xFF01FE,15021,0x0,26,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4477,-1,-1,4476,,,"Recherche débridée de compagnons",,,,,,,,,,,,,,0xFF01FE,,,"Utilisez l'outil Donjons pour terminer des donjons aléatoires héroïques jusqu'à ce que vous ayez groupé avec un total de 50 joueurs au hasard.",,,,,,,,,,,,,,0xFF01FE,168,0xA,26,0x0,3049,,,"Titre : l'assidu",,,,,,,,,,,,,,0xFF01FE,0,0,
4659,-1,-1,0,,,"Victoire dans la bataille des canonnières (Couronne de glace héroïque à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Victoire dans la bataille des canonnières (Couronne de glace héroïque à 10)",,,,,,,,,,,,,,0xFF01FE,15062,0x0,26,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
616,0,0,0,,,"Mort au roi !",,,,,,,,,,,,,,0xFF01FE,,,"Tuer le roi Magni Barbe-de-bronze.",,,,,,,,,,,,,,0xFF01FE,95,0xA,27,0x0,3672,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
677,-1,-1,0,,,"Le Caveau de la vapeur : mode héroïque",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre le seigneur de guerre Kalithresh en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14805,0xA,27,0x0,3657,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
1366,-1,533,0,,,"Morts de Gothik le Moissonneur (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Gothik le Moissonneur (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,14823,0xA,27,0x1,2639,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1419,-1,-1,0,,,"Grand maître secouriste « Prem's » du royaume",,,,,,,,,,,,,,0xFF01FE,,,"Première personne du royaume à atteindre 450 en secourisme.",,,,,,,,,,,,,,0xFF01FE,81,0x0,27,0x100,504,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1557,-1,-1,1556,,,"50 poissons",,,,,,,,,,,,,,0xFF01FE,,,"Pêcher 50 objets.",,,,,,,,,,,,,,0xFF01FE,171,0xA,27,0x0,3179,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1782,1,-1,0,,,"Notre pain quotidien",,,,,,,,,,,,,,0xFF01FE,,,"Achever chacune des quêtes journalières de cuisine proposées par Katherine Lee à Dalaran.",,,,,,,,,,,,,,0xFF01FE,170,0xA,27,0x0,259,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2049,-1,615,0,,,"Aide crépusculaire (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Attaquer et vaincre Sartharion le Gardien d'Onyx, alors qu'au moins un drake crépusculaire est toujours vivant en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14922,0xA,27,0x0,3252,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
2052,-1,615,0,,,"Aide crépusculaire (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Attaquer et vaincre Sartharion le Gardien d'Onyx, alors qu'au moins un drake crépusculaire est toujours vivant en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14923,0xA,27,0x0,3252,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
2056,-1,619,0,,,"Sur la base du volontariat",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Jedoga Cherchelombre à Ahn'kahet sans tuer de volontaires du crépuscule en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14921,0xA,27,0x0,3436,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
2516,-1,-1,1250,,,"La chasse au p'tit gibier",,,,,,,,,,,,,,0xFF01FE,,,"Collecter 75 mascottes différentes.",,,,,,,,,,,,,,0xFF01FE,92,0xA,27,0x0,1522,,,"Récompense : morceau de sel du petit faon",,,,,,,,,,,,,,0xFF01FE,0,0,
2768,0,-1,2786,,,"Champion exalté des Pitons du Tonnerre",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès des Pitons du Tonnerre et obtenir le droit de représenter la faction au tournoi d'Argent.",,,,,,,,,,,,,,0xFF01FE,14941,0xA,27,0x0,3803,,,"Titre : des Pitons du Tonnerre",,,,,,,,,,,,,,0xFF01FE,0,0,
2883,-1,603,0,,,"Morts de Yogg-Saron (Ulduar à 25)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Yogg-Saron (Ulduar à 25)",,,,,,,,,,,,,,0xFF01FE,14963,0xA,27,0x1,1700,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2941,-1,603,0,,,"Vous avez été choisi, Brise-acier (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre l'assemblée du Fer alors que Brise-acier en est le dernier membre vivant en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14961,0xA,27,0x0,3858,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2944,-1,603,0,,,"Vous avez été choisi, Brise-acier (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre l'assemblée du Fer alors que Brise-acier en est le dernier membre vivant en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14962,0xA,27,0x0,3858,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
4038,-1,-1,0,,,"Victoires sur les champions de faction (L'épreuve du croisé à 25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Victoires sur les champions de faction (L'épreuve du croisé à 25 joueurs)",,,,,,,,,,,,,,0xFF01FE,15021,0x0,27,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4478,-1,-1,4477,,,"Recherche démentielle de compagnons",,,,,,,,,,,,,,0xFF01FE,,,"Utilisez l'outil Donjons pour terminer des donjons aléatoires héroïques jusqu'à ce que vous ayez groupé avec un total de 100 joueurs au hasard.",,,,,,,,,,,,,,0xFF01FE,168,0xA,27,0x0,4007,,,"Récompense : Groopy",,,,,,,,,,,,,,0xFF01FE,0,0,
4660,-1,-1,0,,,"Victoire dans la bataille des canonnières (Couronne de glace à 25)",,,,,,,,,,,,,,0xFF01FE,,,"Victoire dans la bataille des canonnières (Couronne de glace à 25)",,,,,,,,,,,,,,0xFF01FE,15062,0x0,27,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
617,0,1,0,,,"L'immortalité, c'est fini",,,,,,,,,,,,,,0xFF01FE,,,"Tuer la grande prêtresse Tyrande Murmevent.",,,,,,,,,,,,,,0xFF01FE,95,0xA,28,0x0,3673,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
621,-1,-1,0,,,"Représentant",,,,,,,,,,,,,,0xFF01FE,,,"Equiper un tabard.",,,,,,,,,,,,,,0xFF01FE,92,0xA,28,0x0,2637,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
678,-1,-1,0,,,"Les Salles brisées : mode héroïque",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre le chef de guerre Kargath Lamepoing en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14805,0xA,28,0x0,3827,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
1362,-1,533,0,,,"Morts de la grande veuve Faerlina (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de la grande veuve Faerlina (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,14823,0xA,28,0x1,1899,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1420,-1,-1,0,,,"Grand maître pêcheur « Prem's » du royaume",,,,,,,,,,,,,,0xFF01FE,,,"Première personne du royaume à atteindre 450 en pêche.",,,,,,,,,,,,,,0xFF01FE,81,0x0,28,0x100,580,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1558,-1,-1,1557,,,"100 poissons",,,,,,,,,,,,,,0xFF01FE,,,"Pêcher 100 objets.",,,,,,,,,,,,,,0xFF01FE,171,0xA,28,0x0,3179,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1783,0,-1,0,,,"Notre pain quotidien",,,,,,,,,,,,,,0xFF01FE,,,"Achever chacune des quêtes journalières de cuisine proposées par Awilo Lon'gomba à Dalaran.",,,,,,,,,,,,,,0xFF01FE,170,0xA,28,0x0,259,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2050,-1,615,0,,,"Duo crépusculaire (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Attaquer et vaincre Sartharion le Gardien d'Onyx, alors qu'au moins deux drakes crépusculaires sont toujours vivants en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14922,0xA,28,0x0,3252,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
2053,-1,615,0,,,"Duo crépusculaire (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Attaquer et vaincre Sartharion le Gardien d'Onyx, alors qu'au moins deux drakes crépusculaires sont toujours vivants en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14923,0xA,28,0x0,3252,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
2151,-1,600,0,,,"Consumé par l'ambition",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Trollétripe dans le donjon de Drak'Tharon avant que Consumer ne s'empile dix fois en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14921,0xA,28,0x0,3502,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2787,0,-1,0,,,"Champion de Fossoyeuse",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir le droit de représenter Fossoyeuse au tournoi d'Argent",,,,,,,,,,,,,,0xFF01FE,14941,0xA,28,0x0,3798,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2881,-1,603,0,,,"Morts d'Algalon l'Observateur (Ulduar à 25)",,,,,,,,,,,,,,0xFF01FE,,,"Morts d'Algalon l'Observateur (Ulduar à 25)",,,,,,,,,,,,,,0xFF01FE,14963,0xA,28,0x1,1700,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2945,-1,603,0,,,"Mais je suis de votre côté (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre l'assemblée du Fer en étant sous l'effet d'un flacon de botte de fer en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14961,0xA,28,0x0,1763,,,"",,,,,,,,,,,,,,0x7BFF01EC,1,0,
2946,-1,603,0,,,"Mais je suis de votre côté (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre l'assemblée du Fer en étant sous l'effet d'un flacon de botte de fer en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14962,0xA,28,0x0,1763,,,"",,,,,,,,,,,,,,0x7BFF01EC,1,0,
4039,-1,-1,0,,,"Victoires sur les champions de faction (L'épreuve du grand croisé à 25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Victoires sur les champions de faction (L'épreuve du grand croisé à 25 joueurs)",,,,,,,,,,,,,,0xFF01FE,15021,0x0,28,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4661,-1,-1,0,,,"Victoire dans la bataille des canonnières (Couronne de glace héroïque à 25)",,,,,,,,,,,,,,0xFF01FE,,,"Victoire dans la bataille des canonnières (Couronne de glace héroïque à 25)",,,,,,,,,,,,,,0xFF01FE,15062,0x0,28,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
618,0,530,0,,,"Éteignez la Lumière",,,,,,,,,,,,,,0xFF01FE,,,"Tuer le prophète Velen.",,,,,,,,,,,,,,0xFF01FE,95,0xA,29,0x0,3674,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
679,-1,554,0,,,"Le Méchanar : mode héroïque",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Pathaleon le Calculateur en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14805,0xA,29,0x0,3688,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1020,-1,-1,621,,,"Dix tabards",,,,,,,,,,,,,,0xFF01FE,,,"Equiper 10 tabards différents.",,,,,,,,,,,,,,0xFF01FE,92,0xA,29,0xA0,2637,,,"",,,,,,,,,,,,,,0xFF01EE,10,621,
1371,-1,533,0,,,"Morts de Grobbulus (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Grobbulus (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,14823,0xA,29,0x1,97,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1421,-1,-1,0,,,"Grand maître herboriste « Prem's » du royaume",,,,,,,,,,,,,,0xFF01FE,,,"Première personne du royaume à atteindre 450 en herboristerie.",,,,,,,,,,,,,,0xFF01FE,81,0x0,29,0x100,345,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1559,-1,-1,1558,,,"250 poissons",,,,,,,,,,,,,,0xFF01FE,,,"Pêcher 250 objets.",,,,,,,,,,,,,,0xFF01FE,171,0xA,29,0x0,3179,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1563,1,-1,0,,,"Gloire au chef",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits de cuisine listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,170,0xA,29,0x0,3678,,,"Titre : chef",,,,,,,,,,,,,,0xFF01FE,0,0,
2039,-1,600,0,,,"Tombé Dred mort",,,,,,,,,,,,,,0xFF01FE,,,"Attaquer le roi Dred dans le donjon de Drak'Tharon et tuer 6 arrache-tripes drakkari ou faucheurs drakkari pendant le combat en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14921,0xA,29,0x0,3313,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2051,-1,615,0,,,"Les chroniques des crépusculaires (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Attaquer et vaincre Sartharion le Gardien d'Onyx, alors que les trois drakes crépusculaires sont toujours vivants en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14922,0xA,29,0x0,3252,,,"Titre : du crépuscule",,,,,,,,,,,,,,0xFF01FE,0,0,
2054,-1,615,0,,,"Les chroniques des crépusculaires (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Attaquer et vaincre Sartharion le Gardien d'Onyx, alors que les trois drakes crépusculaires sont toujours vivants en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14923,0xA,29,0x0,3252,,,"Titre : vainqueur du crépuscule",,,,,,,,,,,,,,0xFF01FE,0,0,
2769,0,-1,2787,,,"Champion exalté de Fossoyeuse",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès de Fossoyeuse et obtenir le droit de représenter la faction au tournoi d'Argent.",,,,,,,,,,,,,,0xFF01FE,14941,0xA,29,0x0,3798,,,"Titre : de Fossoyeuse",,,,,,,,,,,,,,0xFF01FE,0,0,
2870,-1,624,0,,,"Morts d'Emalon le Guetteur d'orage (Joug-d'hiver à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Morts d'Emalon le Guetteur d'orage (Joug-d'hiver à 10)",,,,,,,,,,,,,,0xFF01FE,14963,0xA,29,0x1,187,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2947,-1,603,0,,,"Impossible quand étourdi (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre l'assemblée du Fer en empêchant le mande-foudre Brundir d'infliger des dégâts à qui que ce soit avec des chaînes d'éclairs ou des éclairs tourbillonnants en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14961,0xA,29,0x0,320,,,"",,,,,,,,,,,,,,0x7BFF01EC,1,0,
2948,-1,603,0,,,"Impossible quand étourdi (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre l'assemblée du Fer en empêchant le mande-foudre Brundir d'infliger des dégâts à qui que ce soit avec des chaînes d'éclairs ou des éclairs tourbillonnants en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14962,0xA,29,0x0,320,,,"",,,,,,,,,,,,,,0x7BFF01EC,1,0,
4040,-1,-1,0,,,"Morts des jumelles val'kyrs (L'épreuve du croisé à 10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Morts des jumelles val'kyrs (L'épreuve du croisé à 10 joueurs)",,,,,,,,,,,,,,0xFF01FE,15021,0x0,29,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4645,-1,-1,0,,,"Morts du Porte-mort (Couronne de glace à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Morts du Porte-mort (Couronne de glace à 10)",,,,,,,,,,,,,,0xFF01FE,15062,0x0,29,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
619,0,-1,0,,,"Pour la Horde !",,,,,,,,,,,,,,0xFF01FE,,,"Tuer les chefs de l'Alliance.",,,,,,,,,,,,,,0xFF01FE,95,0x14,30,0x0,1703,,,"Récompense : ours de guerre noir",,,,,,,,,,,,,,0xFF01FE,0,0,
680,-1,553,0,,,"La Botanica : mode héroïque",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Brise-dimension en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14805,0xA,30,0x0,3642,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1021,-1,-1,1020,,,"Timbré de tabards",,,,,,,,,,,,,,0xFF01FE,,,"Equiper 25 tabards différents.",,,,,,,,,,,,,,0xFF01FE,92,0xA,30,0xA0,3040,,,"Récompense : tabard des hauts faits",,,,,,,,,,,,,,0xFF01FE,25,621,
1369,-1,533,0,,,"Morts de Heigan l'Impur (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Heigan l'Impur (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,14823,0xA,30,0x1,2997,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1422,-1,-1,0,,,"Grand maître scribe « Prem's » du royaume",,,,,,,,,,,,,,0xFF01FE,,,"Première personne du royaume à atteindre 450 en calligraphie.",,,,,,,,,,,,,,0xFF01FE,81,0x0,30,0x100,2557,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1560,-1,-1,1559,,,"500 poissons",,,,,,,,,,,,,,0xFF01FE,,,"Pêcher 500 objets.",,,,,,,,,,,,,,0xFF01FE,171,0xA,30,0x0,3179,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1784,0,-1,0,,,"Gloire au chef",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits de cuisine listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,170,0xA,30,0x0,3678,,,"Titre : chef",,,,,,,,,,,,,,0xFF01FE,0,0,
2057,-1,600,0,,,"Novos l'Invocateur",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Novos l'Invocateur dans le donjon de Drak'Tharon sans que des sbires morts-vivants atteignent le sol en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14921,0xA,30,0x0,2718,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2788,0,-1,0,,,"Champion de la Horde",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir le droit de représenter chaque race de la Horde au tournoi d'Argent",,,,,,,,,,,,,,0xFF01FE,14941,0xA,30,0x0,3806,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2951,-1,603,0,,,"Dans mes bras (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Kologarn sans détruire un seul de ses bras en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14961,0xA,30,0x0,3859,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2952,-1,603,0,,,"Dans mes bras (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Kologarn sans détruire un seul de ses bras en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14962,0xA,30,0x0,3859,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
3236,-1,624,0,,,"Morts d'Emalon le Guetteur d'orage (Joug-d'hiver à 25)",,,,,,,,,,,,,,0xFF01FE,,,"Morts d'Emalon le Guetteur d'orage (Joug-d'hiver à 25)",,,,,,,,,,,,,,0xFF01FE,14963,0xA,30,0x1,187,,,"",,,,,,,,,,,,,,0x8FFA3FC,0,0,
4041,-1,-1,0,,,"Morts des jumelles val'kyrs (L'épreuve du grand croisé à 10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Morts des jumelles val'kyrs (L'épreuve du grand croisé à 10 joueurs)",,,,,,,,,,,,,,0xFF01FE,15021,0x0,30,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4396,-1,249,0,,,"Le repaire d'Onyxia (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Onyxia en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14922,0xA,30,0x0,3820,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4397,-1,249,0,,,"Le repaire d'Onyxia (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Onyxia en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14923,0xA,30,0x0,3820,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4662,-1,-1,0,,,"Morts du Porte-mort (Couronne de glace héroïque à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Morts du Porte-mort (Couronne de glace héroïque à 10)",,,,,,,,,,,,,,0xFF01FE,15062,0x0,30,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
556,-1,-1,0,,,"Qualité épique",,,,,,,,,,,,,,0xFF01FE,,,"Équiper un objet de niveau 213 et de qualité épique dans chaque emplacement.",,,,,,,,,,,,,,0xFF01FE,92,0x19,31,0x0,2808,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
681,-1,-1,0,,,"L'Arcatraz : mode héroïque",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre le messager Cieuriss en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14805,0xA,31,0x0,3659,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
700,0,-1,0,,,"Liberté de la Horde",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir un insigne ou un médaillon de la Horde.",,,,,,,,,,,,,,0xFF01FE,95,0xA,31,0x0,2811,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
1375,-1,533,0,,,"Morts des quatre cavaliers (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Morts des quatre cavaliers (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,14823,0xA,31,0x1,2639,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1423,-1,-1,0,,,"Grand maître joaillier « Prem's » du royaume",,,,,,,,,,,,,,0xFF01FE,,,"Première personne du royaume à atteindre 450 en joaillerie.",,,,,,,,,,,,,,0xFF01FE,81,0x0,31,0x100,1768,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1561,-1,-1,1560,,,"1 000 poissons",,,,,,,,,,,,,,0xFF01FE,,,"Pêcher 1 000 objets.",,,,,,,,,,,,,,0xFF01FE,171,0xA,31,0x0,3179,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
