long,long,long,long,long,long,long,long,flags,flags,long,long,long,long,flags,long,flags,flags,long,float,float,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
1041,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Frénésie",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1042,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Ennemi de la Garde-ciel",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1043,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Putois, Pétunia",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1044,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Déserteurs de Theramore",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1045,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Vrykul",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1046,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Pirates des mers du nord",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1047,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Rohart",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1048,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"INUTILISÉ",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1049,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Troll, Amani",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1050,74,1431481421,716002226,0,0,0,0,0x0,0x0,0,-42000,0,0,0x10,6,0x0,0x0,1037,0.5,0.5,7,7,,,"Expédition de la Bravoure",,,,,,,,,,,,,,0xFF01FE,,,"L'armée principale de l'Alliance dans le Norfendre, qui combat le Fléau et est dirigée par le roi Varian Wrynn.",,,,,,,,,,,,,,0xFF01FE,
1051,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"INUTILISÉ",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1052,75,716002226,1431481421,0,0,0,0,0x0,0x0,0,-42000,0,0,0x98,0,0x0,0x0,1097,0.0,0.0,5,5,,,"Expédition de la Horde",,,,,,,,,,,,,,0xFF01FE,,,"Les troupes combinées de la Horde en Norfendre, dont l'Offensive chanteguerre est le fer de lance.",,,,,,,,,,,,,,0xFF01FE,
1053,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Garde de l'ouest",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1054,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Griffon tacheté",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1055,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Chien pestiféré apprivoisé",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1056,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Vrykul (esprit ancien 1)",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1057,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Vrykul (esprit ancien 2)",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1058,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Vrykul (esprit ancien 3)",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1059,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"JdD - Drapeau - Alliance",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1060,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Test",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1061,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"vrykul",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1062,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Gladiateur vrykul",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1063,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Combattant de Valgarde",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1064,76,716002226,1431481421,0,0,0,0,0x0,0x0,0,-42000,0,0,0x10,6,0x0,0x0,1052,0.5,0.5,7,7,,,"Les Taunkas",,,,,,,,,,,,,,0xFF01FE,,,"Ce peuple robuste est apparenté aux taurens. Il fournit d'inestimables éclaireurs aux armées de la Horde, dans sa marche vers le nord.",,,,,,,,,,,,,,0xFF01FE,
1065,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Monstre, Zone Force Réaction 1",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1066,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Monstre, Zone Force Réaction 2",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1067,77,716002226,1431481421,0,0,0,0,0x0,0x0,0,-42000,0,0,0x10,0,0x0,0x0,1052,0.5,0.5,7,7,,,"La Main de la vengeance",,,,,,,,,,,,,,0xFF01FE,,,"Sylvanas Coursevent a chargé ces Réprouvés de venger Fossoyeuse en infligeant la dernière mutation de leur peste mortelle à Arthas.",,,,,,,,,,,,,,0xFF01FE,
1068,78,1431481421,716002226,0,0,0,0,0x0,0x0,0,-42000,0,0,0x10,6,0x0,0x0,1037,0.5,0.5,7,7,,,"Ligue des explorateurs",,,,,,,,,,,,,,0xFF01FE,,,"Cette organisation cherche à découvrir les origines de la race des nains en rassemblant les reliques des titans. Leurs recherches les plus récentes les ont conduit à explorer différents sites archéologiques du Norfendre.",,,,,,,,,,,,,,0xFF01FE,
1069,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Course de béliers - Chauffe DND",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1070,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Course de béliers - Piège DND",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1071,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Les indomptables Écureuils de la Justice de Craig",,,,,,,,,,,,,,0xFF01FE,,,"Faction de test.",,,,,,,,,,,,,,0xFF01FE,
1072,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"RÉUTILISER",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1073,79,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x10,0,0x0,0x0,1097,0.0,0.0,5,5,,,"Les Kalu'aks",,,,,,,,,,,,,,0xFF01FE,,,"Les roharts sont un peuple endurant mais pacifique, qui vit de la pêche et de la chasse à la baleine. Leurs villages ont récemment été violemment attaqués, et ils accueillent volontiers tous les alliés qui leur viennent en aide.",,,,,,,,,,,,,,0xFF01FE,
1074,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Fête - Tonneau d'eau",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1075,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Fête - Générique",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1076,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Nains de fer",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1077,80,32767,0,0,0,0,0,0x0,0x0,0,0,0,0,0x10,0,0x0,0x0,936,0.0,0.0,5,5,,,"Opération Soleil brisé",,,,,,,,,,,,,,0xFF01FE,,,"Dernière phase de la campagne de Shattrath visant à contrer les agissements du prince Kael'thas au Puits de soleil.",,,,,,,,,,,,,,0xFF01FE,
1078,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Mascotte de combat",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1079,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Murloc, Aileron-d'hiver",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1080,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Bienveillant, Force de réaction",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1081,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Objet, Force de réaction",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1082,82,1431481421,716002226,0,0,0,0,0x0,0x0,0,-42000,0,0,0x4,2,0x0,0x0,0,1.0,1.0,5,5,,,"RÉUTILISER",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1083,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"REUTILISER",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1084,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Vrykul, marin",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1085,81,1431481421,716002226,0,0,0,0,0x0,0x0,-42000,0,0,0,0x6,16,0x0,0x0,1052,0.5,0.5,7,7,,,"Offensive chanteguerre",,,,,,,,,,,,,,0xFF01FE,,,"Garrosh Hurlenfer commande les forces expéditionnaires de la Horde, alors qu'elles avancent en Norfendre pour affronter Arthas et les armées du Fléau.",,,,,,,,,,,,,,0xFF01FE,
1086,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Braconnier",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1087,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Monstre des fêtes",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1088,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Furbolg, Rougecroc",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1089,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Furbolg, Givrepatte",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1090,84,1229,716002226,1431481421,716002226,8388483,8388483,0x80,0x80,0,0,3000,3000,0x10,16,0x10,0x10,1097,0.0,0.0,5,5,,,"Kirin Tor",,,,,,,,,,,,,,0xFF01FE,,,"Les mages et les archimages qui gouvernent la cité de Dalaran. Devant les menaces croissantes du vol draconique bleu et du Fléau, ils ont transporté leur cité au cœur du Norfendre.",,,,,,,,,,,,,,0xFF01FE,
1091,83,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x10,0,0x0,0x0,1097,0.0,0.0,5,5,,,"L'Accord du Repos du ver",,,,,,,,,,,,,,0xFF01FE,,,"Avec le soulèvement violent du vol draconique bleu contre tous les utilisateurs mortels de la magie, les vols draconiques restants se sont regroupés sous la bannière du vol draconique rouge, pour combattre leurs frères égarés.",,,,,,,,,,,,,,0xFF01FE,
1092,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Azjol-Nérub",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1093,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"RÉUTILISER",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1094,90,1431481421,716002226,0,0,0,0,0x0,0x0,0,-42000,0,0,0x10,6,0x0,0x0,1037,0.5,0.5,7,7,,,"Le Concordat argenté",,,,,,,,,,,,,,0xFF01FE,,,"Un groupe militant de hauts-elfes qui refuse l'admission d'elfes de sang au Kirin Tor. Ils se sont unis sous la bannière de Vereesa Coursevent et ont rejoint les forces de l'Alliance dans le Norfendre.",,,,,,,,,,,,,,0xFF01FE,
1095,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Trappeurs des Grisonnes",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1096,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"RÉUTILISER",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1097,89,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0xC,0,0x0,0x0,0,0.0,0.0,5,5,,,"Wrath of the Lich King",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1098,91,0,0,0,0,32,8388579,0x0,0x0,3200,0,0,0,0x10,16,0x0,0x0,1097,1.0,1.0,5,5,,,"Chevaliers de la Lame d'ébène",,,,,,,,,,,,,,0xFF01FE,,,"Libérés de l'emprise du roi-liche, ses anciens chevaliers de la mort se sont regroupés pour l'affronter sous la bannière du généralissime Darion Mograine.",,,,,,,,,,,,,,0xFF01FE,
1099,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Portail du Courroux du Fléau",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1100,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Portail du Courroux de l'Alliance",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1101,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Portail du Courroux de la Horde",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1102,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"JdD - Drapeau - Horde",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1103,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"JdD - Drapeau - Neutre",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1104,92,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x10,0,0x0,0x0,1117,-2.20000004768,1.0,7,7,,,"Tribu Frénécœur",,,,,,,,,,,,,,0xFF01FE,,,"Chassée de ses terres par le Fléau, cette redoutable tribu de varleus compte faire du bassin de Sholazar son nouveau foyer. Le tempérament agressif de ses membres leur vaut des démêlés avec les diverses tribus de gorlocs regroupées sous le nom d'Oracles.",,,,,,,,,,,,,,0xFF01FE,
1105,93,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x10,0,0x0,0x0,1117,-2.20000004768,1.0,7,7,,,"Les Oracles",,,,,,,,,,,,,,0xFF01FE,,,"Les gorlocs du bassin de Sholazar sont des créatures reptiliennes qui se considèrent comme les gardiens des vestiges de la technologie des titans dans la région (même s’ils la comprennent mal). Ils sont en conflit territorial avec les varleus.",,,,,,,,,,,,,,0xFF01FE,
1106,94,32767,0,0,0,0,0,0x0,0x0,0,0,0,0,0x10,0,0x0,0x0,1097,0.0,0.0,5,5,,,"La Croisade d'argent",,,,,,,,,,,,,,0xFF01FE,,,"Menée par Tirion Fordring, la Croisade d'argent regroupe les membres d'une Main d'argent reformée et ceux de l'Aube d'argent, dans le but de vaincre une bonne fois pour toutes les troupes du roi-liche.",,,,,,,,,,,,,,0xFF01FE,
1107,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Troll, Drakkari",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1108,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Arthas GdT",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1109,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Citoyen de Stratholme GdT",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1110,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Fléau GdT",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1111,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Freya",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1112,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Monture - Taxi - Alliance",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1113,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Monture - Taxi - Horde",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1114,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Monture - Taxi - Neutre",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1115,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Élémentaire, eau",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1116,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Élémentaire, air",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1117,95,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0xC,0,0x0,0x0,1097,0.0,0.0,5,5,,,"Bassin de Sholazar",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1118,96,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0xC,0,0x0,0x0,0,0.0,0.0,5,5,,,"Classique",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1119,97,2147483647,0,0,0,0,0,0x0,0x0,-42000,0,0,0,0x0,0,0x0,0x0,1097,0.0,0.0,5,5,,,"Les Fils de Hodir",,,,,,,,,,,,,,0xFF01FE,,,"Les géants du givre des pics Foudroyés sont un peuple guerrier qui s'est établi à Dun Niffelem.",,,,,,,,,,,,,,0xFF01FE,
1120,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Géants de fer",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1121,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Vrykuls de givre",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1122,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Terrestre",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1123,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Monstre arbitre",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1124,98,716002226,1431481421,0,0,0,0,0x0,0x0,0,-42000,0,0,0x10,6,0x0,0x0,1052,0.5,0.5,7,7,,,"Les Saccage-soleil",,,,,,,,,,,,,,0xFF01FE,,,"Traditionnellement exclue de Dalaran, la Horde a fini par y être admise grâce aux efforts de l'archimage Aethas Saccage-soleil. Ses adeptes ont repris son nom et veillent sur le quartier appelé Sanctuaire de Saccage-soleil.",,,,,,,,,,,,,,0xFF01FE,
1125,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Hyldsmeet",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1126,99,1431481421,716002226,0,0,0,0,0x0,0x0,0,-42000,0,0,0x10,0,0x0,0x0,1037,0.5,0.5,7,7,,,"Les Givre-nés",,,,,,,,,,,,,,0xFF01FE,,,"Cette mystérieuse race de nains de givre a élu domicile dans les pics Foudroyés. Ils se sont récemment alliés à la Ligue des explorateurs et accueillent les membres de l'Alliance dans leurs habitations.",,,,,,,,,,,,,,0xFF01FE,
1127,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Orgrimmar (Test d'Alex)",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1136,100,2097151,0,0,0,0,0,0x0,0x0,0,0,0,0,0x4,0,0x0,0x0,0,0.0,0.0,0,0,,,"Conversion de Tranquillien",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1137,101,32767,0,0,0,8388611,0,0x0,0x0,0,0,0,0,0x4,0,0x0,0x0,0,0.0,0.0,0,0,,,"Conversion des sabres-d'hiver",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1145,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,0.0,0.0,0,0,,,"Hait tout et tout le monde",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1154,102,2097151,0,0,0,0,0,0x0,0x0,0,0,0,0,0x4,0,0x0,0x0,0,0.0,0.0,0,0,,,"Conversion au Concordat argenté",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1155,103,2097151,0,0,0,0,0,0x0,0x0,0,0,0,0,0x4,0,0x0,0x0,0,0.0,0.0,0,0,,,"Conversion aux Saccage-soleil",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1156,104,2097151,0,0,0,0,0,0x0,0x0,0,0,0,0,0x10,0,0x0,0x0,1097,0.0,0.0,0,0,,,"Le Verdict des cendres",,,,,,,,,,,,,,0xFF01FE,,,"Tirion Fordring et Darion Mograine ont passé un accord. La Croisade d’argent et les chevaliers de la Lame d’ébène ont mis de côté leurs différends pour attaquer la citadelle de la Couronne de glace… et anéantir le roi-liche.",,,,,,,,,,,,,,0xFF01FE,
1159,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"JdD - Drapeau - Alliance 2",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1160,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"JdD - Drapeau - Horde 2",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1128,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Marteau du crépuscule",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1129,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Furbolg, Noirbois",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1130,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Cerf, Sombrivage",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1131,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Ours, Sombrivage",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1132,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Traquelune, Sombrivage",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
