long,long,long,long,long,long,long,long,long,long,long,long,long,long,str,str,str,str,str,str,str,str,str,str,str,str,str,str,str,str,flags,long,long,long,long,long,long,long,
61801,0,5,0,0,4,0,0,4,0,0,22,0,0,"+4 Resistance Nature","+4 Resistance Nature","+4 Resistance Nature","+4 Resistance Nature","+4 Resistance Nature","+4 Resistance Nature","+4 Resistance Nature","+4 Resistance Nature","+4 Resistance Nature","+4 Resistance Nature","+4 Resistance Nature","+4 Resistance Nature","+4 Resistance Nature","+4 Resistance Nature","+4 Resistance Nature","+4 Resistance Nature",0xFF01FE,0,0,0,0,0,0,0,
61802,0,5,0,0,5,0,0,5,0,0,22,0,0,"+5 Resistance Nature","+5 Resistance Nature","+5 Resistance Nature","+5 Resistance Nature","+5 Resistance Nature","+5 Resistance Nature","+5 Resistance Nature","+5 Resistance Nature","+5 Resistance Nature","+5 Resistance Nature","+5 Resistance Nature","+5 Resistance Nature","+5 Resistance Nature","+5 Resistance Nature","+5 Resistance Nature","+5 Resistance Nature",0xFF01FE,0,0,0,0,0,0,0,
61803,0,5,0,0,6,0,0,6,0,0,22,0,0,"+6 Resistance Nature","+6 Resistance Nature","+6 Resistance Nature","+6 Resistance Nature","+6 Resistance Nature","+6 Resistance Nature","+6 Resistance Nature","+6 Resistance Nature","+6 Resistance Nature","+6 Resistance Nature","+6 Resistance Nature","+6 Resistance Nature","+6 Resistance Nature","+6 Resistance Nature","+6 Resistance Nature","+6 Resistance Nature",0xFF01FE,0,0,0,0,0,0,0,
61804,0,5,0,0,7,0,0,7,0,0,22,0,0,"+7 Resistance Nature","+7 Resistance Nature","+7 Resistance Nature","+7 Resistance Nature","+7 Resistance Nature","+7 Resistance Nature","+7 Resistance Nature","+7 Resistance Nature","+7 Resistance Nature","+7 Resistance Nature","+7 Resistance Nature","+7 Resistance Nature","+7 Resistance Nature","+7 Resistance Nature","+7 Resistance Nature","+7 Resistance Nature",0xFF01FE,0,0,0,0,0,0,0,
61805,0,5,0,0,8,0,0,8,0,0,22,0,0,"+8 Resistance Nature","+8 Resistance Nature","+8 Resistance Nature","+8 Resistance Nature","+8 Resistance Nature","+8 Resistance Nature","+8 Resistance Nature","+8 Resistance Nature","+8 Resistance Nature","+8 Resistance Nature","+8 Resistance Nature","+8 Resistance Nature","+8 Resistance Nature","+8 Resistance Nature","+8 Resistance Nature","+8 Resistance Nature",0xFF01FE,0,0,0,0,0,0,0,
61806,0,5,0,0,9,0,0,9,0,0,22,0,0,"+9 Resistance Nature","+9 Resistance Nature","+9 Resistance Nature","+9 Resistance Nature","+9 Resistance Nature","+9 Resistance Nature","+9 Resistance Nature","+9 Resistance Nature","+9 Resistance Nature","+9 Resistance Nature","+9 Resistance Nature","+9 Resistance Nature","+9 Resistance Nature","+9 Resistance Nature","+9 Resistance Nature","+9 Resistance Nature",0xFF01FE,0,0,0,0,0,0,0,
61807,0,5,0,0,10,0,0,10,0,0,22,0,0,"+10 Resistance Nature","+10 Resistance Nature","+10 Resistance Nature","+10 Resistance Nature","+10 Resistance Nature","+10 Resistance Nature","+10 Resistance Nature","+10 Resistance Nature","+10 Resistance Nature","+10 Resistance Nature","+10 Resistance Nature","+10 Resistance Nature","+10 Resistance Nature","+10 Resistance Nature","+10 Resistance Nature","+10 Resistance Nature",0xFF01FE,0,0,0,0,0,0,0,
61808,0,5,0,0,11,0,0,11,0,0,22,0,0,"+11 Resistance Nature","+11 Resistance Nature","+11 Resistance Nature","+11 Resistance Nature","+11 Resistance Nature","+11 Resistance Nature","+11 Resistance Nature","+11 Resistance Nature","+11 Resistance Nature","+11 Resistance Nature","+11 Resistance Nature","+11 Resistance Nature","+11 Resistance Nature","+11 Resistance Nature","+11 Resistance Nature","+11 Resistance Nature",0xFF01FE,0,0,0,0,0,0,0,
61809,0,5,0,0,12,0,0,12,0,0,22,0,0,"+12 Resistance Nature","+12 Resistance Nature","+12 Resistance Nature","+12 Resistance Nature","+12 Resistance Nature","+12 Resistance Nature","+12 Resistance Nature","+12 Resistance Nature","+12 Resistance Nature","+12 Resistance Nature","+12 Resistance Nature","+12 Resistance Nature","+12 Resistance Nature","+12 Resistance Nature","+12 Resistance Nature","+12 Resistance Nature",0xFF01FE,0,0,0,0,0,0,0,
61810,0,5,0,0,13,0,0,13,0,0,22,0,0,"+13 Resistance Nature","+13 Resistance Nature","+13 Resistance Nature","+13 Resistance Nature","+13 Resistance Nature","+13 Resistance Nature","+13 Resistance Nature","+13 Resistance Nature","+13 Resistance Nature","+13 Resistance Nature","+13 Resistance Nature","+13 Resistance Nature","+13 Resistance Nature","+13 Resistance Nature","+13 Resistance Nature","+13 Resistance Nature",0xFF01FE,0,0,0,0,0,0,0,
61811,0,5,0,0,14,0,0,14,0,0,22,0,0,"+14 Resistance Nature","+14 Resistance Nature","+14 Resistance Nature","+14 Resistance Nature","+14 Resistance Nature","+14 Resistance Nature","+14 Resistance Nature","+14 Resistance Nature","+14 Resistance Nature","+14 Resistance Nature","+14 Resistance Nature","+14 Resistance Nature","+14 Resistance Nature","+14 Resistance Nature","+14 Resistance Nature","+14 Resistance Nature",0xFF01FE,0,0,0,0,0,0,0,
61812,0,5,0,0,15,0,0,15,0,0,22,0,0,"+15 Resistance Nature","+15 Resistance Nature","+15 Resistance Nature","+15 Resistance Nature","+15 Resistance Nature","+15 Resistance Nature","+15 Resistance Nature","+15 Resistance Nature","+15 Resistance Nature","+15 Resistance Nature","+15 Resistance Nature","+15 Resistance Nature","+15 Resistance Nature","+15 Resistance Nature","+15 Resistance Nature","+15 Resistance Nature",0xFF01FE,0,0,0,0,0,0,0,
61813,0,5,0,0,16,0,0,16,0,0,22,0,0,"+16 Resistance Nature","+16 Resistance Nature","+16 Resistance Nature","+16 Resistance Nature","+16 Resistance Nature","+16 Resistance Nature","+16 Resistance Nature","+16 Resistance Nature","+16 Resistance Nature","+16 Resistance Nature","+16 Resistance Nature","+16 Resistance Nature","+16 Resistance Nature","+16 Resistance Nature","+16 Resistance Nature","+16 Resistance Nature",0xFF01FE,0,0,0,0,0,0,0,
61814,0,5,0,0,17,0,0,17,0,0,22,0,0,"+17 Resistance Nature","+17 Resistance Nature","+17 Resistance Nature","+17 Resistance Nature","+17 Resistance Nature","+17 Resistance Nature","+17 Resistance Nature","+17 Resistance Nature","+17 Resistance Nature","+17 Resistance Nature","+17 Resistance Nature","+17 Resistance Nature","+17 Resistance Nature","+17 Resistance Nature","+17 Resistance Nature","+17 Resistance Nature",0xFF01FE,0,0,0,0,0,0,0,
61815,0,5,0,0,18,0,0,18,0,0,22,0,0,"+18 Resistance Nature","+18 Resistance Nature","+18 Resistance Nature","+18 Resistance Nature","+18 Resistance Nature","+18 Resistance Nature","+18 Resistance Nature","+18 Resistance Nature","+18 Resistance Nature","+18 Resistance Nature","+18 Resistance Nature","+18 Resistance Nature","+18 Resistance Nature","+18 Resistance Nature","+18 Resistance Nature","+18 Resistance Nature",0xFF01FE,0,0,0,0,0,0,0,
61816,0,5,0,0,19,0,0,19,0,0,22,0,0,"+19 Resistance Nature","+19 Resistance Nature","+19 Resistance Nature","+19 Resistance Nature","+19 Resistance Nature","+19 Resistance Nature","+19 Resistance Nature","+19 Resistance Nature","+19 Resistance Nature","+19 Resistance Nature","+19 Resistance Nature","+19 Resistance Nature","+19 Resistance Nature","+19 Resistance Nature","+19 Resistance Nature","+19 Resistance Nature",0xFF01FE,0,0,0,0,0,0,0,
61817,0,5,0,0,20,0,0,20,0,0,22,0,0,"+20 Resistance Nature","+20 Resistance Nature","+20 Resistance Nature","+20 Resistance Nature","+20 Resistance Nature","+20 Resistance Nature","+20 Resistance Nature","+20 Resistance Nature","+20 Resistance Nature","+20 Resistance Nature","+20 Resistance Nature","+20 Resistance Nature","+20 Resistance Nature","+20 Resistance Nature","+20 Resistance Nature","+20 Resistance Nature",0xFF01FE,0,0,0,0,0,0,0,
61900,0,5,0,0,3,0,0,3,0,0,25,0,0,"+3 Resistance Givre","+3 Resistance Givre","+3 Resistance Givre","+3 Resistance Givre","+3 Resistance Givre","+3 Resistance Givre","+3 Resistance Givre","+3 Resistance Givre","+3 Resistance Givre","+3 Resistance Givre","+3 Resistance Givre","+3 Resistance Givre","+3 Resistance Givre","+3 Resistance Givre","+3 Resistance Givre","+3 Resistance Givre",0xFF01FE,0,0,0,0,0,0,0,
61901,0,5,0,0,4,0,0,4,0,0,25,0,0,"+4 Resistance Givre","+4 Resistance Givre","+4 Resistance Givre","+4 Resistance Givre","+4 Resistance Givre","+4 Resistance Givre","+4 Resistance Givre","+4 Resistance Givre","+4 Resistance Givre","+4 Resistance Givre","+4 Resistance Givre","+4 Resistance Givre","+4 Resistance Givre","+4 Resistance Givre","+4 Resistance Givre","+4 Resistance Givre",0xFF01FE,0,0,0,0,0,0,0,
61902,0,5,0,0,5,0,0,5,0,0,25,0,0,"+5 Resistance Givre","+5 Resistance Givre","+5 Resistance Givre","+5 Resistance Givre","+5 Resistance Givre","+5 Resistance Givre","+5 Resistance Givre","+5 Resistance Givre","+5 Resistance Givre","+5 Resistance Givre","+5 Resistance Givre","+5 Resistance Givre","+5 Resistance Givre","+5 Resistance Givre","+5 Resistance Givre","+5 Resistance Givre",0xFF01FE,0,0,0,0,0,0,0,
61903,0,5,0,0,6,0,0,6,0,0,25,0,0,"+6 Resistance Givre","+6 Resistance Givre","+6 Resistance Givre","+6 Resistance Givre","+6 Resistance Givre","+6 Resistance Givre","+6 Resistance Givre","+6 Resistance Givre","+6 Resistance Givre","+6 Resistance Givre","+6 Resistance Givre","+6 Resistance Givre","+6 Resistance Givre","+6 Resistance Givre","+6 Resistance Givre","+6 Resistance Givre",0xFF01FE,0,0,0,0,0,0,0,
61904,0,5,0,0,7,0,0,7,0,0,25,0,0,"+7 Resistance Givre","+7 Resistance Givre","+7 Resistance Givre","+7 Resistance Givre","+7 Resistance Givre","+7 Resistance Givre","+7 Resistance Givre","+7 Resistance Givre","+7 Resistance Givre","+7 Resistance Givre","+7 Resistance Givre","+7 Resistance Givre","+7 Resistance Givre","+7 Resistance Givre","+7 Resistance Givre","+7 Resistance Givre",0xFF01FE,0,0,0,0,0,0,0,
61905,0,5,0,0,8,0,0,8,0,0,25,0,0,"+8 Resistance Givre","+8 Resistance Givre","+8 Resistance Givre","+8 Resistance Givre","+8 Resistance Givre","+8 Resistance Givre","+8 Resistance Givre","+8 Resistance Givre","+8 Resistance Givre","+8 Resistance Givre","+8 Resistance Givre","+8 Resistance Givre","+8 Resistance Givre","+8 Resistance Givre","+8 Resistance Givre","+8 Resistance Givre",0xFF01FE,0,0,0,0,0,0,0,
61906,0,5,0,0,9,0,0,9,0,0,25,0,0,"+9 Resistance Givre","+9 Resistance Givre","+9 Resistance Givre","+9 Resistance Givre","+9 Resistance Givre","+9 Resistance Givre","+9 Resistance Givre","+9 Resistance Givre","+9 Resistance Givre","+9 Resistance Givre","+9 Resistance Givre","+9 Resistance Givre","+9 Resistance Givre","+9 Resistance Givre","+9 Resistance Givre","+9 Resistance Givre",0xFF01FE,0,0,0,0,0,0,0,
61907,0,5,0,0,10,0,0,10,0,0,25,0,0,"+10 Resistance Givre","+10 Resistance Givre","+10 Resistance Givre","+10 Resistance Givre","+10 Resistance Givre","+10 Resistance Givre","+10 Resistance Givre","+10 Resistance Givre","+10 Resistance Givre","+10 Resistance Givre","+10 Resistance Givre","+10 Resistance Givre","+10 Resistance Givre","+10 Resistance Givre","+10 Resistance Givre","+10 Resistance Givre",0xFF01FE,0,0,0,0,0,0,0,
61908,0,5,0,0,11,0,0,11,0,0,25,0,0,"+11 Resistance Givre","+11 Resistance Givre","+11 Resistance Givre","+11 Resistance Givre","+11 Resistance Givre","+11 Resistance Givre","+11 Resistance Givre","+11 Resistance Givre","+11 Resistance Givre","+11 Resistance Givre","+11 Resistance Givre","+11 Resistance Givre","+11 Resistance Givre","+11 Resistance Givre","+11 Resistance Givre","+11 Resistance Givre",0xFF01FE,0,0,0,0,0,0,0,
61909,0,5,0,0,12,0,0,12,0,0,25,0,0,"+12 Resistance Givre","+12 Resistance Givre","+12 Resistance Givre","+12 Resistance Givre","+12 Resistance Givre","+12 Resistance Givre","+12 Resistance Givre","+12 Resistance Givre","+12 Resistance Givre","+12 Resistance Givre","+12 Resistance Givre","+12 Resistance Givre","+12 Resistance Givre","+12 Resistance Givre","+12 Resistance Givre","+12 Resistance Givre",0xFF01FE,0,0,0,0,0,0,0,
61910,0,5,0,0,13,0,0,13,0,0,25,0,0,"+13 Resistance Givre","+13 Resistance Givre","+13 Resistance Givre","+13 Resistance Givre","+13 Resistance Givre","+13 Resistance Givre","+13 Resistance Givre","+13 Resistance Givre","+13 Resistance Givre","+13 Resistance Givre","+13 Resistance Givre","+13 Resistance Givre","+13 Resistance Givre","+13 Resistance Givre","+13 Resistance Givre","+13 Resistance Givre",0xFF01FE,0,0,0,0,0,0,0,
61911,0,5,0,0,14,0,0,14,0,0,25,0,0,"+14 Resistance Givre","+14 Resistance Givre","+14 Resistance Givre","+14 Resistance Givre","+14 Resistance Givre","+14 Resistance Givre","+14 Resistance Givre","+14 Resistance Givre","+14 Resistance Givre","+14 Resistance Givre","+14 Resistance Givre","+14 Resistance Givre","+14 Resistance Givre","+14 Resistance Givre","+14 Resistance Givre","+14 Resistance Givre",0xFF01FE,0,0,0,0,0,0,0,
61912,0,5,0,0,15,0,0,15,0,0,25,0,0,"+15 Resistance Givre","+15 Resistance Givre","+15 Resistance Givre","+15 Resistance Givre","+15 Resistance Givre","+15 Resistance Givre","+15 Resistance Givre","+15 Resistance Givre","+15 Resistance Givre","+15 Resistance Givre","+15 Resistance Givre","+15 Resistance Givre","+15 Resistance Givre","+15 Resistance Givre","+15 Resistance Givre","+15 Resistance Givre",0xFF01FE,0,0,0,0,0,0,0,
61913,0,5,0,0,16,0,0,16,0,0,25,0,0,"+16 Resistance Givre","+16 Resistance Givre","+16 Resistance Givre","+16 Resistance Givre","+16 Resistance Givre","+16 Resistance Givre","+16 Resistance Givre","+16 Resistance Givre","+16 Resistance Givre","+16 Resistance Givre","+16 Resistance Givre","+16 Resistance Givre","+16 Resistance Givre","+16 Resistance Givre","+16 Resistance Givre","+16 Resistance Givre",0xFF01FE,0,0,0,0,0,0,0,
61914,0,5,0,0,17,0,0,17,0,0,25,0,0,"+17 Resistance Givre","+17 Resistance Givre","+17 Resistance Givre","+17 Resistance Givre","+17 Resistance Givre","+17 Resistance Givre","+17 Resistance Givre","+17 Resistance Givre","+17 Resistance Givre","+17 Resistance Givre","+17 Resistance Givre","+17 Resistance Givre","+17 Resistance Givre","+17 Resistance Givre","+17 Resistance Givre","+17 Resistance Givre",0xFF01FE,0,0,0,0,0,0,0,
61915,0,5,0,0,18,0,0,18,0,0,25,0,0,"+18 Resistance Givre","+18 Resistance Givre","+18 Resistance Givre","+18 Resistance Givre","+18 Resistance Givre","+18 Resistance Givre","+18 Resistance Givre","+18 Resistance Givre","+18 Resistance Givre","+18 Resistance Givre","+18 Resistance Givre","+18 Resistance Givre","+18 Resistance Givre","+18 Resistance Givre","+18 Resistance Givre","+18 Resistance Givre",0xFF01FE,0,0,0,0,0,0,0,
61916,0,5,0,0,19,0,0,19,0,0,25,0,0,"+19 Resistance Givre","+19 Resistance Givre","+19 Resistance Givre","+19 Resistance Givre","+19 Resistance Givre","+19 Resistance Givre","+19 Resistance Givre","+19 Resistance Givre","+19 Resistance Givre","+19 Resistance Givre","+19 Resistance Givre","+19 Resistance Givre","+19 Resistance Givre","+19 Resistance Givre","+19 Resistance Givre","+19 Resistance Givre",0xFF01FE,0,0,0,0,0,0,0,
61917,0,5,0,0,20,0,0,20,0,0,25,0,0,"+20 Resistance Givre","+20 Resistance Givre","+20 Resistance Givre","+20 Resistance Givre","+20 Resistance Givre","+20 Resistance Givre","+20 Resistance Givre","+20 Resistance Givre","+20 Resistance Givre","+20 Resistance Givre","+20 Resistance Givre","+20 Resistance Givre","+20 Resistance Givre","+20 Resistance Givre","+20 Resistance Givre","+20 Resistance Givre",0xFF01FE,0,0,0,0,0,0,0,
62000,0,5,0,0,3,0,0,3,0,0,26,0,0,"+3 Resistance Ombre","+3 Resistance Ombre","+3 Resistance Ombre","+3 Resistance Ombre","+3 Resistance Ombre","+3 Resistance Ombre","+3 Resistance Ombre","+3 Resistance Ombre","+3 Resistance Ombre","+3 Resistance Ombre","+3 Resistance Ombre","+3 Resistance Ombre","+3 Resistance Ombre","+3 Resistance Ombre","+3 Resistance Ombre","+3 Resistance Ombre",0xFF01FE,0,0,0,0,0,0,0,
62001,0,5,0,0,4,0,0,4,0,0,26,0,0,"+4 Resistance Ombre","+4 Resistance Ombre","+4 Resistance Ombre","+4 Resistance Ombre","+4 Resistance Ombre","+4 Resistance Ombre","+4 Resistance Ombre","+4 Resistance Ombre","+4 Resistance Ombre","+4 Resistance Ombre","+4 Resistance Ombre","+4 Resistance Ombre","+4 Resistance Ombre","+4 Resistance Ombre","+4 Resistance Ombre","+4 Resistance Ombre",0xFF01FE,0,0,0,0,0,0,0,
62002,0,5,0,0,5,0,0,5,0,0,26,0,0,"+5 Resistance Ombre","+5 Resistance Ombre","+5 Resistance Ombre","+5 Resistance Ombre","+5 Resistance Ombre","+5 Resistance Ombre","+5 Resistance Ombre","+5 Resistance Ombre","+5 Resistance Ombre","+5 Resistance Ombre","+5 Resistance Ombre","+5 Resistance Ombre","+5 Resistance Ombre","+5 Resistance Ombre","+5 Resistance Ombre","+5 Resistance Ombre",0xFF01FE,0,0,0,0,0,0,0,
62003,0,5,0,0,6,0,0,6,0,0,26,0,0,"+6 Resistance Ombre","+6 Resistance Ombre","+6 Resistance Ombre","+6 Resistance Ombre","+6 Resistance Ombre","+6 Resistance Ombre","+6 Resistance Ombre","+6 Resistance Ombre","+6 Resistance Ombre","+6 Resistance Ombre","+6 Resistance Ombre","+6 Resistance Ombre","+6 Resistance Ombre","+6 Resistance Ombre","+6 Resistance Ombre","+6 Resistance Ombre",0xFF01FE,0,0,0,0,0,0,0,
62004,0,5,0,0,7,0,0,7,0,0,26,0,0,"+7 Resistance Ombre","+7 Resistance Ombre","+7 Resistance Ombre","+7 Resistance Ombre","+7 Resistance Ombre","+7 Resistance Ombre","+7 Resistance Ombre","+7 Resistance Ombre","+7 Resistance Ombre","+7 Resistance Ombre","+7 Resistance Ombre","+7 Resistance Ombre","+7 Resistance Ombre","+7 Resistance Ombre","+7 Resistance Ombre","+7 Resistance Ombre",0xFF01FE,0,0,0,0,0,0,0,
62005,0,5,0,0,8,0,0,8,0,0,26,0,0,"+8 Resistance Ombre","+8 Resistance Ombre","+8 Resistance Ombre","+8 Resistance Ombre","+8 Resistance Ombre","+8 Resistance Ombre","+8 Resistance Ombre","+8 Resistance Ombre","+8 Resistance Ombre","+8 Resistance Ombre","+8 Resistance Ombre","+8 Resistance Ombre","+8 Resistance Ombre","+8 Resistance Ombre","+8 Resistance Ombre","+8 Resistance Ombre",0xFF01FE,0,0,0,0,0,0,0,
62006,0,5,0,0,9,0,0,9,0,0,26,0,0,"+9 Resistance Ombre","+9 Resistance Ombre","+9 Resistance Ombre","+9 Resistance Ombre","+9 Resistance Ombre","+9 Resistance Ombre","+9 Resistance Ombre","+9 Resistance Ombre","+9 Resistance Ombre","+9 Resistance Ombre","+9 Resistance Ombre","+9 Resistance Ombre","+9 Resistance Ombre","+9 Resistance Ombre","+9 Resistance Ombre","+9 Resistance Ombre",0xFF01FE,0,0,0,0,0,0,0,
62007,0,5,0,0,10,0,0,10,0,0,26,0,0,"+10 Resistance Ombre","+10 Resistance Ombre","+10 Resistance Ombre","+10 Resistance Ombre","+10 Resistance Ombre","+10 Resistance Ombre","+10 Resistance Ombre","+10 Resistance Ombre","+10 Resistance Ombre","+10 Resistance Ombre","+10 Resistance Ombre","+10 Resistance Ombre","+10 Resistance Ombre","+10 Resistance Ombre","+10 Resistance Ombre","+10 Resistance Ombre",0xFF01FE,0,0,0,0,0,0,0,
62008,0,5,0,0,11,0,0,11,0,0,26,0,0,"+11 Resistance Ombre","+11 Resistance Ombre","+11 Resistance Ombre","+11 Resistance Ombre","+11 Resistance Ombre","+11 Resistance Ombre","+11 Resistance Ombre","+11 Resistance Ombre","+11 Resistance Ombre","+11 Resistance Ombre","+11 Resistance Ombre","+11 Resistance Ombre","+11 Resistance Ombre","+11 Resistance Ombre","+11 Resistance Ombre","+11 Resistance Ombre",0xFF01FE,0,0,0,0,0,0,0,
62009,0,5,0,0,12,0,0,12,0,0,26,0,0,"+12 Resistance Ombre","+12 Resistance Ombre","+12 Resistance Ombre","+12 Resistance Ombre","+12 Resistance Ombre","+12 Resistance Ombre","+12 Resistance Ombre","+12 Resistance Ombre","+12 Resistance Ombre","+12 Resistance Ombre","+12 Resistance Ombre","+12 Resistance Ombre","+12 Resistance Ombre","+12 Resistance Ombre","+12 Resistance Ombre","+12 Resistance Ombre",0xFF01FE,0,0,0,0,0,0,0,
62010,0,5,0,0,13,0,0,13,0,0,26,0,0,"+13 Resistance Ombre","+13 Resistance Ombre","+13 Resistance Ombre","+13 Resistance Ombre","+13 Resistance Ombre","+13 Resistance Ombre","+13 Resistance Ombre","+13 Resistance Ombre","+13 Resistance Ombre","+13 Resistance Ombre","+13 Resistance Ombre","+13 Resistance Ombre","+13 Resistance Ombre","+13 Resistance Ombre","+13 Resistance Ombre","+13 Resistance Ombre",0xFF01FE,0,0,0,0,0,0,0,
62011,0,5,0,0,14,0,0,14,0,0,26,0,0,"+14 Resistance Ombre","+14 Resistance Ombre","+14 Resistance Ombre","+14 Resistance Ombre","+14 Resistance Ombre","+14 Resistance Ombre","+14 Resistance Ombre","+14 Resistance Ombre","+14 Resistance Ombre","+14 Resistance Ombre","+14 Resistance Ombre","+14 Resistance Ombre","+14 Resistance Ombre","+14 Resistance Ombre","+14 Resistance Ombre","+14 Resistance Ombre",0xFF01FE,0,0,0,0,0,0,0,
62012,0,5,0,0,15,0,0,15,0,0,26,0,0,"+15 Resistance Ombre","+15 Resistance Ombre","+15 Resistance Ombre","+15 Resistance Ombre","+15 Resistance Ombre","+15 Resistance Ombre","+15 Resistance Ombre","+15 Resistance Ombre","+15 Resistance Ombre","+15 Resistance Ombre","+15 Resistance Ombre","+15 Resistance Ombre","+15 Resistance Ombre","+15 Resistance Ombre","+15 Resistance Ombre","+15 Resistance Ombre",0xFF01FE,0,0,0,0,0,0,0,
62013,0,5,0,0,16,0,0,16,0,0,26,0,0,"+16 Resistance Ombre","+16 Resistance Ombre","+16 Resistance Ombre","+16 Resistance Ombre","+16 Resistance Ombre","+16 Resistance Ombre","+16 Resistance Ombre","+16 Resistance Ombre","+16 Resistance Ombre","+16 Resistance Ombre","+16 Resistance Ombre","+16 Resistance Ombre","+16 Resistance Ombre","+16 Resistance Ombre","+16 Resistance Ombre","+16 Resistance Ombre",0xFF01FE,0,0,0,0,0,0,0,
62014,0,5,0,0,17,0,0,17,0,0,26,0,0,"+17 Resistance Ombre","+17 Resistance Ombre","+17 Resistance Ombre","+17 Resistance Ombre","+17 Resistance Ombre","+17 Resistance Ombre","+17 Resistance Ombre","+17 Resistance Ombre","+17 Resistance Ombre","+17 Resistance Ombre","+17 Resistance Ombre","+17 Resistance Ombre","+17 Resistance Ombre","+17 Resistance Ombre","+17 Resistance Ombre","+17 Resistance Ombre",0xFF01FE,0,0,0,0,0,0,0,
62015,0,5,0,0,18,0,0,18,0,0,26,0,0,"+18 Resistance Ombre","+18 Resistance Ombre","+18 Resistance Ombre","+18 Resistance Ombre","+18 Resistance Ombre","+18 Resistance Ombre","+18 Resistance Ombre","+18 Resistance Ombre","+18 Resistance Ombre","+18 Resistance Ombre","+18 Resistance Ombre","+18 Resistance Ombre","+18 Resistance Ombre","+18 Resistance Ombre","+18 Resistance Ombre","+18 Resistance Ombre",0xFF01FE,0,0,0,0,0,0,0,
62016,0,5,0,0,19,0,0,19,0,0,26,0,0,"+19 Resistance Ombre","+19 Resistance Ombre","+19 Resistance Ombre","+19 Resistance Ombre","+19 Resistance Ombre","+19 Resistance Ombre","+19 Resistance Ombre","+19 Resistance Ombre","+19 Resistance Ombre","+19 Resistance Ombre","+19 Resistance Ombre","+19 Resistance Ombre","+19 Resistance Ombre","+19 Resistance Ombre","+19 Resistance Ombre","+19 Resistance Ombre",0xFF01FE,0,0,0,0,0,0,0,
62017,0,5,0,0,20,0,0,20,0,0,26,0,0,"+20 Resistance Ombre","+20 Resistance Ombre","+20 Resistance Ombre","+20 Resistance Ombre","+20 Resistance Ombre","+20 Resistance Ombre","+20 Resistance Ombre","+20 Resistance Ombre","+20 Resistance Ombre","+20 Resistance Ombre","+20 Resistance Ombre","+20 Resistance Ombre","+20 Resistance Ombre","+20 Resistance Ombre","+20 Resistance Ombre","+20 Resistance Ombre",0xFF01FE,0,0,0,0,0,0,0,
62100,0,5,0,0,3,0,0,3,0,0,27,0,0,"+3 Resistance Arcane","+3 Resistance Arcane","+3 Resistance Arcane","+3 Resistance Arcane","+3 Resistance Arcane","+3 Resistance Arcane","+3 Resistance Arcane","+3 Resistance Arcane","+3 Resistance Arcane","+3 Resistance Arcane","+3 Resistance Arcane","+3 Resistance Arcane","+3 Resistance Arcane","+3 Resistance Arcane","+3 Resistance Arcane","+3 Resistance Arcane",0xFF01FE,0,0,0,0,0,0,0,
62101,0,5,0,0,4,0,0,4,0,0,27,0,0,"+4 Resistance Arcane","+4 Resistance Arcane","+4 Resistance Arcane","+4 Resistance Arcane","+4 Resistance Arcane","+4 Resistance Arcane","+4 Resistance Arcane","+4 Resistance Arcane","+4 Resistance Arcane","+4 Resistance Arcane","+4 Resistance Arcane","+4 Resistance Arcane","+4 Resistance Arcane","+4 Resistance Arcane","+4 Resistance Arcane","+4 Resistance Arcane",0xFF01FE,0,0,0,0,0,0,0,
62102,0,5,0,0,5,0,0,5,0,0,27,0,0,"+5 Resistance Arcane","+5 Resistance Arcane","+5 Resistance Arcane","+5 Resistance Arcane","+5 Resistance Arcane","+5 Resistance Arcane","+5 Resistance Arcane","+5 Resistance Arcane","+5 Resistance Arcane","+5 Resistance Arcane","+5 Resistance Arcane","+5 Resistance Arcane","+5 Resistance Arcane","+5 Resistance Arcane","+5 Resistance Arcane","+5 Resistance Arcane",0xFF01FE,0,0,0,0,0,0,0,
62103,0,5,0,0,6,0,0,6,0,0,27,0,0,"+6 Resistance Arcane","+6 Resistance Arcane","+6 Resistance Arcane","+6 Resistance Arcane","+6 Resistance Arcane","+6 Resistance Arcane","+6 Resistance Arcane","+6 Resistance Arcane","+6 Resistance Arcane","+6 Resistance Arcane","+6 Resistance Arcane","+6 Resistance Arcane","+6 Resistance Arcane","+6 Resistance Arcane","+6 Resistance Arcane","+6 Resistance Arcane",0xFF01FE,0,0,0,0,0,0,0,
62104,0,5,0,0,7,0,0,7,0,0,27,0,0,"+7 Resistance Arcane","+7 Resistance Arcane","+7 Resistance Arcane","+7 Resistance Arcane","+7 Resistance Arcane","+7 Resistance Arcane","+7 Resistance Arcane","+7 Resistance Arcane","+7 Resistance Arcane","+7 Resistance Arcane","+7 Resistance Arcane","+7 Resistance Arcane","+7 Resistance Arcane","+7 Resistance Arcane","+7 Resistance Arcane","+7 Resistance Arcane",0xFF01FE,0,0,0,0,0,0,0,
62105,0,5,0,0,8,0,0,8,0,0,27,0,0,"+8 Resistance Arcane","+8 Resistance Arcane","+8 Resistance Arcane","+8 Resistance Arcane","+8 Resistance Arcane","+8 Resistance Arcane","+8 Resistance Arcane","+8 Resistance Arcane","+8 Resistance Arcane","+8 Resistance Arcane","+8 Resistance Arcane","+8 Resistance Arcane","+8 Resistance Arcane","+8 Resistance Arcane","+8 Resistance Arcane","+8 Resistance Arcane",0xFF01FE,0,0,0,0,0,0,0,
