long,long,long,long,flags,long,long,long,long,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,flags,long,None,None,long,float,float,None,
4246,571,65,1881,0x40004444,0,0,0,0,0,73,,,"Mausolée de Garde-hiver",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4247,571,394,1883,0x40004440,0,0,0,0,0,74,,,"Tanière des Hurlesoir",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4248,571,394,1885,0x40004440,0,0,457,461,0,73,,,"La fosse des Conquérants",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4249,571,394,1887,0x40004440,0,0,457,459,563,75,,,"Le sentier du Fer",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4250,571,394,1889,0x40004440,0,0,457,462,566,75,,,"Ruines de Téthys",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4251,571,394,1891,0x40004440,0,0,0,459,563,74,,,"Collines de Ruissargent",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4252,571,495,1893,0x40004441,0,0,0,0,0,72,,,"Les pitons Brisés",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4253,571,65,1895,0x40004444,0,0,0,0,0,73,,,"Front de la 7e Légion",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4254,571,65,1897,0x40004444,0,0,453,0,0,74,,,"Le désert des Dragons",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4255,571,394,1899,0x40004440,0,0,0,459,563,74,,,"Ruines de Drak'Zin",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4256,571,65,1901,0x40004444,0,0,0,0,0,74,,,"Lac Drak'Mar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4257,571,65,1903,0x40004444,0,0,0,0,0,74,,,"Affluent de l'Epine-de-dragon",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4258,571,0,1905,0x4441,0,0,440,0,0,70,,,"La mer Boréale",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4259,571,394,1907,0x40004440,0,0,0,0,0,74,,,"Drak'ural",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4260,571,495,1909,0x40004441,0,0,0,0,0,70,,,"Camp de Thorvald",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4261,571,495,1911,0x40004441,0,0,0,0,0,70,,,"Poste de la Lame-fantôme",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4262,571,394,1913,0x40004440,0,0,0,460,564,74,,,"Poste du Frêne",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4263,571,495,1915,0x40004441,0,0,0,0,0,70,,,"Embuscade de Lydell",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4264,599,0,1917,0x0,0,0,0,0,0,0,,,"Les salles de Pierre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.699999988079,,
4265,576,0,1919,0x0,0,0,0,0,0,0,,,"Le Nexus",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.699999988079,,
4266,571,394,1921,0x40004440,0,0,0,459,563,75,,,"Camp de Harkor",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4267,571,394,1923,0x40004440,0,0,0,0,0,74,,,"Passe de Vordrassil",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4268,571,394,1925,0x40004440,0,0,0,0,0,74,,,"Camp de Ruuna",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4269,571,3537,1927,0x40004440,0,0,0,462,566,70,,,"Sanctuaire des Écailles",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4270,571,394,1929,0x40004440,0,0,0,463,0,75,,,"Passage de Drak'atal",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4271,571,495,1931,0x40004441,0,0,0,0,0,71,,,"Cime d'Utgarde",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4272,602,0,1933,0x0,0,0,0,0,0,0,,,"Les salles de Foudre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.699999988079,,
4273,603,0,1935,0x4000,0,0,465,522,0,0,,,"Ulduar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.5,,
4275,571,66,1938,0x40204444,0,0,0,0,0,75,,,"Le séjour d'Argent",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4276,571,66,1940,0x40004444,0,0,0,500,0,75,,,"Autel de Sseratus",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4277,601,0,1942,0x0,0,0,0,0,0,76,,,"Azjol-Nérub",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.699999988079,,
4278,571,66,1944,0x40004444,0,0,0,0,0,75,,,"Champs de Drak'Sotra",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4279,571,66,1946,0x40004444,0,0,0,0,0,75,,,"Drak'Sotra",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4280,571,66,1948,0x40004444,0,0,0,0,0,75,,,"Drak'Agal",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4281,0,139,1950,0x40C8192B,0,0,0,451,0,55,,,"Achérus : le fort d'Ébène",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4282,571,3711,1952,0x40005440,0,0,0,0,0,78,,,"L'Avalanche",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4283,571,3711,1954,0x40004440,0,0,0,426,0,77,,,"Les terres Perdues",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4284,571,3711,1956,0x40204440,0,0,0,0,0,75,,,"Camp de base de Nesingwary",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4285,571,3711,1958,0x40004440,0,0,0,0,0,77,,,"Le courant de la Brèche",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4286,571,3711,1960,0x40004440,0,0,0,0,0,77,,,"Les os de Nozronn",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4287,571,3711,1962,0x40004440,0,0,0,0,0,78,,,"Bastion de Kartak",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4288,571,3711,1964,0x40004440,0,0,0,0,0,78,,,"Le havre Touchétincelle",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4289,571,3711,1966,0x40004440,0,0,0,428,0,76,,,"Le chemin de la Gardienne de la vie",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4290,571,3711,1968,0x40004440,0,0,0,0,0,76,,,"Le Cœur du fleuve",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4291,571,3711,1970,0x40004440,0,0,0,0,0,76,,,"La canopée Parlepluie",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4292,571,3711,1972,0x40004440,0,0,0,0,0,76,,,"Colline de Frénécœur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4293,571,3711,1974,0x40004440,0,0,0,0,0,76,,,"Mangrove de la Croissance sauvage",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4294,571,66,1976,0x40004444,0,0,0,0,0,75,,,"Heb'Valok",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4295,571,3711,1978,0x40004440,0,0,0,0,0,77,,,"L'Éclat scindé",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4296,571,3711,1980,0x40004440,0,0,0,427,0,77,,,"Le pilier Sang-de-vie",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4297,571,3711,1982,0x40004440,0,0,0,0,0,77,,,"Marchemousse",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4298,609,0,1984,0x4040,0,0,37,205,0,0,,,"Maleterres : l'enclave Écarlate",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4299,571,66,1986,0x40004444,0,0,0,0,0,75,,,"Kolramas",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4300,571,3711,1988,0x40004440,0,0,0,428,0,78,,,"Portail d'accès",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4302,571,3711,1992,0x40005440,0,0,0,427,0,77,,,"Le pilier Confins-du-ciel",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4303,571,3711,1994,0x40004440,0,0,0,0,0,77,,,"Clairière des Poings-durs",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4304,571,3711,1996,0x40004440,0,0,0,0,0,77,,,"La ruche de Saphir",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4306,571,3711,2000,0x40004440,0,0,0,0,0,77,,,"Le refuge de Murmebrume",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4307,571,3711,2002,0x40005440,0,0,0,427,0,77,,,"Le pilier Scintillant",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4308,571,3711,2004,0x40004440,0,0,0,0,0,77,,,"Campement Né-des-lances",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4309,571,66,2006,0x40004444,0,0,0,0,0,74,,,"Donjon de Drak'Tharon",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4310,571,66,2008,0x40004444,0,0,0,0,0,74,,,"Zeramas",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4311,571,66,2010,0x40004444,0,0,0,0,0,74,,,"Reliquaire d'agonie",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4312,571,66,2012,0x40204444,0,0,0,452,0,74,,,"Guet d'Ébène",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4313,571,66,2014,0x40004444,0,0,0,464,0,74,,,"Fin de Thrym",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4314,571,66,2016,0x40005444,0,0,0,0,0,75,,,"Voltarus",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4315,571,66,2018,0x40004444,0,0,0,0,0,75,,,"Reliquaire de souffrance",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4316,571,66,2020,0x40004444,0,0,0,0,0,75,,,"Tanière Grifferage",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4317,571,66,2022,0x40204444,0,0,0,0,0,75,,,"La Brèche de Lumière",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4318,571,66,2024,0x40004444,0,0,0,0,0,75,,,"Bassins de Zha'Jin",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4319,571,66,2026,0x40004444,0,0,0,0,0,75,,,"Zim'Abwa",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4320,571,66,2028,0x40004444,0,0,0,0,0,75,,,"Amphithéâtre de l'Angoisse",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4321,571,66,2030,0x40004444,0,0,0,499,0,76,,,"Autel de Rhunok",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4322,571,66,2032,0x40004444,0,0,0,500,0,76,,,"Autel de Har'koa",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4323,571,66,2034,0x40204444,0,0,0,0,0,76,,,"Zim'Torga",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4324,571,66,2036,0x40004444,0,0,0,0,0,76,,,"Bassins de Jin'Alai",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4325,571,66,2038,0x40004444,0,0,0,498,0,76,,,"Autel de Quetz'lun",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4326,571,66,2040,0x40004444,0,0,0,0,0,76,,,"Heb'Drakkar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4327,571,66,2042,0x40004444,0,0,0,0,0,76,,,"Drak'Mabwa",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4328,571,66,2044,0x40004444,0,0,0,0,0,76,,,"Zim'Rhuk",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4329,571,66,2046,0x40004444,0,0,0,497,0,77,,,"Autel de Mam'toth",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4342,609,4298,2048,0x40C81023,0,0,0,451,0,55,,,"Achérus : le fort d'Ébène",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4343,609,4298,2050,0x40000040,0,0,0,453,0,55,,,"Nouvelle-Avalon",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4344,609,4298,2052,0x40000040,0,0,0,453,0,55,,,"Champs de la Nouvelle-Avalon",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4345,609,4298,2054,0x40000040,0,0,0,453,0,55,,,"Vergers de la Nouvelle-Avalon",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4346,609,4298,2056,0x40000040,0,0,0,453,0,55,,,"Hôtel de ville de la Nouvelle-Avalon",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4347,609,4298,2058,0x40000040,0,0,0,450,0,55,,,"Havre-comté",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4348,609,4298,2060,0x40000040,0,0,0,450,0,55,,,"Fermes de Havre-comté",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4349,609,4298,2062,0x40000040,0,0,0,450,0,55,,,"Scierie de Havre-comté",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4350,609,4298,2064,0x40000040,0,0,0,450,0,55,,,"Écurie de Havre-comté",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4351,609,4298,2066,0x40000040,0,0,0,453,0,55,,,"Fort écarlate",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4352,609,4298,2068,0x40000040,0,0,0,453,0,55,,,"Chapelle de la Flamme cramoisie",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4353,609,4298,2070,0x40000040,0,0,0,454,0,55,,,"Tour de la halte de la Lumière",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4354,609,4298,2072,0x40000040,0,0,0,454,0,55,,,"Halte de la Lumière",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4355,609,4298,2074,0x40000040,0,0,0,450,0,55,,,"La crypte du Souvenir",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4356,609,4298,2076,0x40000040,0,0,0,452,0,55,,,"Brèche-de-Mort",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4357,609,4298,2078,0x40000040,0,0,0,205,0,58,,,"La Clairière nocive",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4358,609,4298,2080,0x40000040,0,0,0,455,0,55,,,"Main de Tyr",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4359,609,4298,2082,0x40000040,0,0,0,453,0,55,,,"Port-royal",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4360,609,4298,2084,0x40000040,0,0,0,453,0,55,,,"Le surplomb Écarlate",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4361,609,4298,2086,0x40000040,0,0,0,455,0,58,,,"Chapelle de l'Espoir de Lumière",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4362,609,4298,2088,0x40000040,0,0,0,0,0,55,,,"Folie du pécheur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4363,609,4298,2090,0x40000040,0,0,0,205,0,55,,,"Balafre pestilentielle",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4364,609,4298,2092,0x40000040,0,0,0,205,0,55,,,"Scierie de Browman",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4365,609,4298,2094,0x40000040,0,0,0,450,0,55,,,"Mine de Havre-comté",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4366,571,394,2096,0x40004440,0,0,0,0,0,74,,,"Tanière d'Ursoc",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4367,571,3711,2098,0x40004440,0,0,0,0,0,77,,,"La Ligne de la désolation",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4368,571,3711,2100,0x40004440,0,0,0,0,0,77,,,"Les champs d'Ossements",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4369,571,3711,2102,0x40004440,0,0,0,0,0,77,,,"Avant-poste de Dorian",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4371,571,66,2105,0x40004444,0,0,0,497,0,77,,,"Cratère de Mam'toth",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4372,571,66,2107,0x40004444,0,0,0,0,0,77,,,"Bastion de Zol'Maz",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4373,571,66,2109,0x40004444,0,0,0,0,0,77,,,"Zol'Heb",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4374,571,66,2111,0x40004444,0,0,0,0,0,75,,,"Lac Grifferage",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4375,571,66,2113,0x40004444,0,0,0,0,0,77,,,"Gundrak",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4376,571,3711,2115,0x40004440,0,0,0,426,0,77,,,"Le fourré Sauvage",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4377,609,4298,2117,0x40000040,0,0,0,453,0,55,,,"Forge de la Nouvelle-Avalon",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4378,617,0,2119,0x4010080,0,0,0,0,0,0,,,"Arène de Dalaran",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4379,571,495,2121,0x40A04461,0,0,0,458,0,70,,,"Valgarde",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4380,571,495,2123,0x40804460,0,0,0,0,0,70,,,"Auberge de la Garde de l'ouest",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4381,1,490,2125,0x40000040,0,0,0,0,0,0,,,"Portail d'accès",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4382,1,490,2127,0x40000040,0,0,0,0,0,0,,,"La terrasse du Façonneur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4383,571,3711,2129,0x40004440,0,0,0,0,0,77,,,"Terrain d'atterrissage de Rive-du-lac",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4384,607,0,2131,0x10,0,0,463,243,0,0,,,"Rivage des Anciens",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4385,571,3711,2133,0x40004440,0,0,0,428,0,77,,,"Lac de Flot-amer",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4386,571,3711,2135,0x40004440,0,0,0,0,0,77,,,"Rapides parlepluie",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4387,571,3711,2137,0x40004440,0,0,0,0,0,77,,,"Rivière de Frénécœur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4388,571,3711,2139,0x40004440,0,0,0,0,0,77,,,"Le Joug-d'hiver",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4389,571,3711,2141,0x40005440,0,0,0,427,0,77,,,"Le pilier Solegrâce",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4390,571,66,2143,0x40004444,0,0,0,0,0,75,,,"Brèche algide",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4391,571,3711,2145,0x40004440,0,0,0,0,0,77,,,"Site de fouilles de Ricarnaque",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4392,571,3711,2147,0x40004440,0,0,0,0,0,80,,,"La saillie de Forgetempête",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4393,571,3711,2149,0x40004440,0,0,0,0,0,77,,,"Campement de la Main de Mort",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4394,609,4298,2151,0x40000040,0,0,0,453,0,55,,,"Taverne écarlate",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4395,571,0,2153,0x20004D28,0,0,468,431,546,75,,,"Dalaran",,,,,,,,,,,,,,0xFF01FE,0x6,0,,,0,-500.0,0.0,,
4396,571,65,2155,0x40004444,0,0,0,0,0,73,,,"Poste de Rouilletuyère",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4399,571,3537,2161,0x40004441,0,0,0,0,0,70,,,"Mine de Comté-lointaine",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4400,571,3711,2163,0x40005440,0,0,0,427,0,77,,,"Le pilier Mousselume",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4401,571,3537,2165,0x40005441,0,0,0,0,0,71,,,"Aire de Saragosa",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4402,571,495,2167,0x40004441,0,0,0,0,0,70,,,"Ascenseur de la vengeance",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4403,571,495,2169,0x40004441,0,0,0,0,0,70,,,"Guet de Balejar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4404,571,495,2171,0x40404461,0,0,0,0,0,70,,,"Auberge de la Nouvelle-Agamand",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4405,601,4277,2173,0x40000000,0,0,0,0,0,73,,,"Passage des démons perdus",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4406,618,0,2175,0x4010080,0,0,25,243,0,0,,,"L'Arène des valeureux",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4407,30,2597,2177,0x40004000,0,0,0,0,0,0,,,"Hall des Loups-de-givre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4408,30,2597,2179,0x40004000,0,0,0,0,0,0,,,"Hall des Foudrepiques",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4411,0,1519,2185,0x40000138,0,0,446,0,0,0,,,"Port de Hurlevent",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4412,571,3711,2187,0x40005440,0,0,0,425,0,77,,,"Le surplomb du Faiseur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4413,571,3711,2189,0x40005440,0,0,0,425,0,77,,,"Perchoir du Faiseur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4414,571,65,2191,0x40004444,0,0,0,0,0,74,,,"Tour écarlate",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4415,608,0,2193,0x0,0,0,0,0,0,0,,,"Le fort Pourpre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4416,604,0,2195,0x0,0,0,0,0,0,0,,,"Gundrak",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.699999988079,,
4417,571,210,2197,0x40004445,0,0,0,447,0,80,,,"Port de l'Assaut",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4418,571,67,2199,0x40204441,0,0,0,0,0,77,,,"K3",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4419,571,67,2201,0x40004441,0,0,0,0,0,77,,,"Collines du Voile blanc",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4420,571,67,2203,0x40004441,0,0,0,0,0,77,,,"Terrasse du Voile blanc",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4421,571,67,2205,0x40004441,0,0,0,0,0,77,,,"Garm",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4422,571,67,2207,0x40004441,0,0,0,458,0,77,,,"Brunnhildar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4423,571,67,2209,0x40004441,0,0,0,458,0,78,,,"Sifreldar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4424,571,67,2211,0x40004441,0,0,0,458,0,78,,,"Valkyrion",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4425,571,67,2213,0x40004441,0,0,0,0,0,78,,,"La mine Lugubre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4426,571,67,2215,0x40004441,0,0,0,0,0,77,,,"Le Souffle de Bor",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4427,571,67,2217,0x40004441,0,0,0,453,0,77,,,"L'avant-garde d'Argent",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4428,571,67,2219,0x40204441,0,0,0,0,0,78,,,"Fort du Givre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4429,571,67,2221,0x40204441,0,0,0,0,0,78,,,"Point d'impact de Grom'arsh",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
