long,long,long,long,long,long,long,bool,long,flags,long,long,long,flags,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,float,float,float,
251737,0,0,0,251737,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
251738,0,0,0,251738,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
251739,0,0,0,251739,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
251740,0,0,0,251740,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
251741,0,0,0,251741,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
251742,0,0,0,251742,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
261882,0,0,0,261882,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
261883,0,0,0,261883,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
261884,0,0,0,261884,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
261885,0,0,0,261885,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
261886,0,0,0,261886,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
261887,0,0,0,261887,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
300501,0,0,0,300501,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
300502,0,0,0,300502,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
338068,338068,0,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
361469,361469,361470,361471,0,0,0,1,361469,0x0,1,3011,0,0x1,0,0,-1,100,300,750,6,101,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500000,0,0,0,500000,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500001,0,0,0,500001,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500002,0,0,0,500002,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500003,0,0,0,500003,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500004,0,0,0,500004,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500005,0,0,0,500005,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500006,0,0,0,500006,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500007,0,0,0,500007,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500008,0,0,0,500008,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500009,0,0,0,500009,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500010,0,0,0,500010,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500011,0,0,0,500011,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500012,0,0,0,500012,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500013,0,0,0,500013,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500014,0,0,0,500014,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500015,0,0,0,500015,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500016,0,0,0,500016,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500017,0,0,0,500017,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500018,0,0,0,500018,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500019,0,0,0,500019,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500020,0,0,0,500020,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500021,0,0,0,500021,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500022,0,0,0,500022,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500023,0,0,0,500023,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500024,0,0,0,500024,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500025,0,0,0,500025,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500026,0,0,0,500026,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500027,0,0,0,500027,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500028,0,0,0,500028,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500029,0,0,0,500029,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500030,0,0,0,500030,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500031,0,0,0,500031,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500032,0,0,0,500032,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500033,0,0,0,500033,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500034,0,0,0,500034,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500035,0,0,0,500035,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500036,0,0,0,500036,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500037,0,0,0,500037,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500038,0,0,0,500038,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500039,0,0,0,500039,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500040,0,0,0,500040,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500041,0,0,0,500041,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500042,0,0,0,500042,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500043,0,0,0,500043,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500044,0,0,0,500044,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500045,0,0,0,500045,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500046,0,0,0,500046,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500047,0,0,0,500047,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500048,0,0,0,500048,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500049,0,0,0,500049,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500050,0,0,0,500050,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500051,0,0,0,500051,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500052,0,0,0,500052,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500053,0,0,0,500053,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500054,0,0,0,500054,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500055,0,0,0,500055,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500056,0,0,0,500056,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500057,0,0,0,500057,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500058,0,0,0,500058,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500059,0,0,0,500059,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500060,0,0,0,500060,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500061,0,0,0,500061,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500062,0,0,0,500062,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500063,0,0,0,500063,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500064,0,0,0,500064,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500065,0,0,0,500065,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500066,0,0,0,500066,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500067,0,0,0,500067,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500068,0,0,0,500068,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500069,0,0,0,500069,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500070,0,0,0,500070,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500071,0,0,0,500071,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500072,0,0,0,500072,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500073,0,0,0,500073,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500074,0,0,0,500074,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500075,0,0,0,500075,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500076,0,0,0,500076,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500077,0,0,0,500077,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500078,0,0,0,500078,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500079,0,0,0,500079,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500080,0,0,0,500080,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500081,0,0,0,500081,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500082,0,0,0,500082,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500083,0,0,0,500083,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500084,0,0,0,500084,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500085,0,0,0,500085,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500086,0,0,0,500086,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500087,0,0,0,500087,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500088,0,0,0,500088,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500089,0,0,0,500089,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500090,0,0,0,500090,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500091,0,0,0,500091,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500092,0,0,0,500092,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500093,0,0,0,500093,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500094,0,0,0,500094,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500095,0,0,0,500095,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500096,0,0,0,500096,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500097,0,0,0,500097,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500098,0,0,0,500098,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500099,0,0,0,500099,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500100,0,0,0,500100,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500101,0,0,0,500101,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500102,0,0,0,500102,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500103,0,0,0,500103,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500104,0,0,0,500104,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500105,0,0,0,500105,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500106,0,0,0,500106,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500107,0,0,0,500107,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500108,0,0,0,500108,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500109,0,0,0,500109,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500110,0,0,0,500110,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500111,0,0,0,500111,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500112,0,0,0,500112,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500113,0,0,0,500113,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500114,0,0,0,500114,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500115,0,0,0,500115,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500116,0,0,0,500116,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500117,0,0,0,500117,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500118,0,0,0,500118,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500119,0,0,0,500119,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500120,0,0,0,500120,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500121,0,0,0,500121,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500122,0,0,0,500122,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500123,0,0,0,500123,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500124,0,0,0,500124,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500125,0,0,0,500125,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500126,0,0,0,500126,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500127,0,0,0,500127,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500128,0,0,0,500128,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500129,0,0,0,500129,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500130,0,0,0,500130,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500131,0,0,0,500131,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500132,0,0,0,500132,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500133,0,0,0,500133,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500134,0,0,0,500134,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500135,0,0,0,500135,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500136,0,0,0,500136,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500137,0,0,0,500137,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500138,0,0,0,500138,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500139,0,0,0,500139,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500140,0,0,0,500140,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500141,0,0,0,500141,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500142,0,0,0,500142,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500143,0,0,0,500143,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500144,0,0,0,500144,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500145,0,0,0,500145,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500146,0,0,0,500146,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500147,0,0,0,500147,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
500148,0,0,0,500148,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
