long,long,bool,long,str,str,str,flags,long,long,
769966,26,1,3,"character\pandaren\pandafemalehair04_10.blp","","",0x11,12,70,
769967,26,1,3,"character\pandaren\pandafemalehair04_11.blp","","",0x11,12,71,
769968,26,1,3,"character\pandaren\pandafemalehair04_12.blp","","",0x11,12,72,
769969,26,1,3,"character\pandaren\pandafemalehair04_13.blp","","",0x11,12,73,
769970,26,1,3,"character\pandaren\pandafemalehair04_14.blp","","",0x11,12,74,
769971,26,1,3,"character\pandaren\pandafemalehair05_00.blp","","",0x11,12,75,
769972,26,1,3,"character\pandaren\pandafemalehair05_01.blp","","",0x11,12,76,
769973,26,1,3,"character\pandaren\pandafemalehair05_02.blp","","",0x11,12,77,
769974,26,1,3,"character\pandaren\pandafemalehair05_03.blp","","",0x11,12,78,
769975,26,1,3,"character\pandaren\pandafemalehair05_04.blp","","",0x11,12,79,
769976,26,1,3,"character\pandaren\pandafemalehair05_05.blp","","",0x11,12,80,
769977,26,1,3,"character\pandaren\pandafemalehair05_06.blp","","",0x11,12,81,
769978,26,1,3,"character\pandaren\pandafemalehair05_07.blp","","",0x11,12,82,
769979,26,1,3,"character\pandaren\pandafemalehair05_08.blp","","",0x11,12,83,
769980,26,1,3,"character\pandaren\pandafemalehair05_09.blp","","",0x11,12,84,
769981,26,1,3,"character\pandaren\pandafemalehair05_10.blp","","",0x11,12,85,
769982,26,1,3,"character\pandaren\pandafemalehair05_11.blp","","",0x11,12,86,
769983,26,1,3,"character\pandaren\pandafemalehair05_12.blp","","",0x11,12,87,
769984,26,1,3,"character\pandaren\pandafemalehair05_13.blp","","",0x11,12,88,
769985,26,1,3,"character\pandaren\pandafemalehair05_14.blp","","",0x11,12,89,
769986,26,1,3,"character\pandaren\pandafemalehair06_00.blp","","",0x11,12,90,
769987,26,1,3,"character\pandaren\pandafemalehair06_01.blp","","",0x11,12,91,
769988,26,1,3,"character\pandaren\pandafemalehair06_02.blp","","",0x11,12,92,
769989,26,1,3,"character\pandaren\pandafemalehair06_03.blp","","",0x11,12,93,
769990,26,1,3,"character\pandaren\pandafemalehair06_04.blp","","",0x11,12,94,
769991,26,1,3,"character\pandaren\pandafemalehair06_05.blp","","",0x11,12,95,
769992,26,1,3,"character\pandaren\pandafemalehair06_06.blp","","",0x11,12,96,
769993,26,1,3,"character\pandaren\pandafemalehair06_07.blp","","",0x11,12,97,
769994,26,1,3,"character\pandaren\pandafemalehair06_08.blp","","",0x11,12,98,
769995,26,1,3,"character\pandaren\pandafemalehair06_09.blp","","",0x11,12,99,
769996,26,1,3,"character\pandaren\pandafemalehair06_10.blp","","",0x11,12,100,
769997,26,1,3,"character\pandaren\pandafemalehair06_11.blp","","",0x11,12,101,
769998,26,1,3,"character\pandaren\pandafemalehair06_12.blp","","",0x11,12,102,
769999,26,1,3,"character\pandaren\pandafemalehair06_13.blp","","",0x11,12,103,
770000,26,1,3,"character\pandaren\pandafemalehair06_14.blp","","",0x11,12,104,
770001,26,1,3,"character\pandaren\pandafemalehair07_00.blp","","",0x11,12,105,
770002,26,1,3,"character\pandaren\pandafemalehair07_01.blp","","",0x11,12,106,
770003,26,1,3,"character\pandaren\pandafemalehair07_02.blp","","",0x11,12,107,
770004,26,1,3,"character\pandaren\pandafemalehair07_03.blp","","",0x11,12,108,
770005,26,1,3,"character\pandaren\pandafemalehair07_04.blp","","",0x11,12,109,
770006,26,1,3,"character\pandaren\pandafemalehair07_05.blp","","",0x11,12,110,
770007,26,1,3,"character\pandaren\pandafemalehair07_06.blp","","",0x11,12,111,
770008,26,1,3,"character\pandaren\pandafemalehair07_07.blp","","",0x11,12,112,
770009,26,1,3,"character\pandaren\pandafemalehair07_08.blp","","",0x11,12,113,
770010,26,1,3,"character\pandaren\pandafemalehair07_09.blp","","",0x11,12,114,
770011,26,1,3,"character\pandaren\pandafemalehair07_10.blp","","",0x11,12,115,
770012,26,1,3,"character\pandaren\pandafemalehair07_11.blp","","",0x11,12,116,
770013,26,1,3,"character\pandaren\pandafemalehair07_12.blp","","",0x11,12,117,
770014,26,1,3,"character\pandaren\pandafemalehair07_13.blp","","",0x11,12,118,
770015,26,1,3,"character\pandaren\pandafemalehair07_14.blp","","",0x11,12,119,
770016,26,1,3,"character\pandaren\pandafemalehair08_00.blp","","",0x11,12,120,
770017,26,1,3,"character\pandaren\pandafemalehair08_01.blp","","",0x11,12,121,
770018,26,1,3,"character\pandaren\pandafemalehair08_02.blp","","",0x11,12,122,
770019,26,1,3,"character\pandaren\pandafemalehair08_03.blp","","",0x11,12,123,
770020,26,1,3,"character\pandaren\pandafemalehair08_04.blp","","",0x11,12,124,
770021,26,1,3,"character\pandaren\pandafemalehair08_05.blp","","",0x11,12,125,
770022,26,1,3,"character\pandaren\pandafemalehair08_06.blp","","",0x11,12,126,
770023,26,1,3,"character\pandaren\pandafemalehair08_07.blp","","",0x11,12,127,
770024,26,1,3,"character\pandaren\pandafemalehair08_08.blp","","",0x11,12,128,
770025,26,1,3,"character\pandaren\pandafemalehair08_09.blp","","",0x11,12,129,
770026,26,1,3,"character\pandaren\pandafemalehair08_10.blp","","",0x11,12,130,
770027,26,1,3,"character\pandaren\pandafemalehair08_11.blp","","",0x11,12,131,
770028,26,1,3,"character\pandaren\pandafemalehair08_12.blp","","",0x11,12,132,
770029,26,1,3,"character\pandaren\pandafemalehair08_13.blp","","",0x11,12,133,
770030,26,1,3,"character\pandaren\pandafemalehair08_14.blp","","",0x11,12,134,
770031,26,1,3,"character\pandaren\pandafemalehair09_00.blp","","",0x11,12,135,
770032,26,1,3,"character\pandaren\pandafemalehair09_01.blp","","",0x11,12,136,
770033,26,1,3,"character\pandaren\pandafemalehair09_02.blp","","",0x11,12,137,
770034,26,1,3,"character\pandaren\pandafemalehair09_03.blp","","",0x11,12,138,
770035,26,1,3,"character\pandaren\pandafemalehair09_04.blp","","",0x11,12,139,
770036,26,1,3,"character\pandaren\pandafemalehair09_05.blp","","",0x11,12,140,
770037,26,1,3,"character\pandaren\pandafemalehair09_06.blp","","",0x11,12,141,
770038,26,1,3,"character\pandaren\pandafemalehair09_07.blp","","",0x11,12,142,
770039,26,1,3,"character\pandaren\pandafemalehair09_08.blp","","",0x11,12,143,
770040,26,1,3,"character\pandaren\pandafemalehair09_09.blp","","",0x11,12,144,
770041,26,1,3,"character\pandaren\pandafemalehair09_10.blp","","",0x11,12,145,
770042,26,1,3,"character\pandaren\pandafemalehair09_11.blp","","",0x11,12,146,
770043,26,1,3,"character\pandaren\pandafemalehair09_12.blp","","",0x11,12,147,
770044,26,1,3,"character\pandaren\pandafemalehair09_13.blp","","",0x11,12,148,
770045,26,1,3,"character\pandaren\pandafemalehair09_14.blp","","",0x11,12,149,
770046,26,1,3,"character\pandaren\pandafemalehair10_00.blp","","",0x11,12,150,
770047,26,1,3,"character\pandaren\pandafemalehair10_01.blp","","",0x11,12,151,
770048,26,1,3,"character\pandaren\pandafemalehair10_02.blp","","",0x11,12,152,
770049,26,1,3,"character\pandaren\pandafemalehair10_03.blp","","",0x11,12,153,
770050,26,1,3,"character\pandaren\pandafemalehair10_04.blp","","",0x11,12,154,
770051,26,1,3,"character\pandaren\pandafemalehair10_05.blp","","",0x11,12,155,
770052,26,1,3,"character\pandaren\pandafemalehair10_06.blp","","",0x11,12,156,
770053,26,1,3,"character\pandaren\pandafemalehair10_07.blp","","",0x11,12,157,
770054,26,1,3,"character\pandaren\pandafemalehair10_08.blp","","",0x11,12,158,
770055,26,1,3,"character\pandaren\pandafemalehair10_09.blp","","",0x11,12,159,
770056,26,1,3,"character\pandaren\pandafemalehair10_10.blp","","",0x11,12,160,
770057,26,1,3,"character\pandaren\pandafemalehair10_11.blp","","",0x11,12,161,
770058,26,1,3,"character\pandaren\pandafemalehair10_12.blp","","",0x11,12,162,
770059,26,1,3,"character\pandaren\pandafemalehair10_13.blp","","",0x11,12,163,
770060,26,1,3,"character\pandaren\pandafemalehair10_14.blp","","",0x11,12,164,
770061,26,1,3,"character\pandaren\pandafemalehair11_00.blp","","",0x11,12,165,
770062,26,1,3,"character\pandaren\pandafemalehair11_01.blp","","",0x11,12,166,
770063,26,1,3,"character\pandaren\pandafemalehair11_02.blp","","",0x11,12,167,
770064,26,1,3,"character\pandaren\pandafemalehair11_03.blp","","",0x11,12,168,
770065,26,1,3,"character\pandaren\pandafemalehair11_04.blp","","",0x11,12,169,
770066,26,1,3,"character\pandaren\pandafemalehair11_05.blp","","",0x11,12,170,
770067,26,1,3,"character\pandaren\pandafemalehair11_06.blp","","",0x11,12,171,
770068,26,1,3,"character\pandaren\pandafemalehair11_07.blp","","",0x11,12,172,
770069,26,1,3,"character\pandaren\pandafemalehair11_08.blp","","",0x11,12,173,
770070,26,1,3,"character\pandaren\pandafemalehair11_09.blp","","",0x11,12,174,
770071,26,1,3,"character\pandaren\pandafemalehair11_10.blp","","",0x11,12,175,
770072,26,1,3,"character\pandaren\pandafemalehair11_11.blp","","",0x11,12,176,
770073,26,1,3,"character\pandaren\pandafemalehair11_12.blp","","",0x11,12,177,
770074,26,1,3,"character\pandaren\pandafemalehair11_13.blp","","",0x11,12,178,
770075,26,1,3,"character\pandaren\pandafemalehair11_14.blp","","",0x11,12,179,
770076,26,1,3,"character\pandaren\pandafemalehair12_00.blp","","",0x11,12,180,
770077,26,1,3,"character\pandaren\pandafemalehair12_01.blp","","",0x11,12,181,
770078,26,1,3,"character\pandaren\pandafemalehair12_02.blp","","",0x11,12,182,
770079,26,1,3,"character\pandaren\pandafemalehair12_03.blp","","",0x11,12,183,
770080,26,1,3,"character\pandaren\pandafemalehair12_04.blp","","",0x11,12,184,
770081,26,1,3,"character\pandaren\pandafemalehair12_05.blp","","",0x11,12,185,
770082,26,1,3,"character\pandaren\pandafemalehair12_06.blp","","",0x11,12,186,
770083,26,1,3,"character\pandaren\pandafemalehair12_07.blp","","",0x11,12,187,
770084,26,1,3,"character\pandaren\pandafemalehair12_08.blp","","",0x11,12,188,
770085,26,1,3,"character\pandaren\pandafemalehair12_09.blp","","",0x11,12,189,
770086,26,1,3,"character\pandaren\pandafemalehair12_10.blp","","",0x11,12,190,
770087,26,1,3,"character\pandaren\pandafemalehair12_11.blp","","",0x11,12,191,
770088,26,1,3,"character\pandaren\pandafemalehair12_12.blp","","",0x11,12,192,
770089,26,1,3,"character\pandaren\pandafemalehair12_13.blp","","",0x11,12,193,
770090,26,1,3,"character\pandaren\pandafemalehair12_14.blp","","",0x11,12,194,
770091,26,1,3,"character\pandaren\pandafemalehair00_00.blp","","",0x11,13,0,
770092,26,1,3,"character\pandaren\pandafemalehair00_01.blp","","",0x11,13,1,
770093,26,1,3,"character\pandaren\pandafemalehair00_02.blp","","",0x11,13,2,
770094,26,1,3,"character\pandaren\pandafemalehair00_03.blp","","",0x11,13,3,
770095,26,1,3,"character\pandaren\pandafemalehair00_04.blp","","",0x11,13,4,
770096,26,1,3,"character\pandaren\pandafemalehair00_05.blp","","",0x11,13,5,
770097,26,1,3,"character\pandaren\pandafemalehair00_06.blp","","",0x11,13,6,
770098,26,1,3,"character\pandaren\pandafemalehair00_07.blp","","",0x11,13,7,
770099,26,1,3,"character\pandaren\pandafemalehair00_08.blp","","",0x11,13,8,
770100,26,1,3,"character\pandaren\pandafemalehair00_09.blp","","",0x11,13,9,
770101,26,1,3,"character\pandaren\pandafemalehair00_10.blp","","",0x11,13,10,
770102,26,1,3,"character\pandaren\pandafemalehair00_11.blp","","",0x11,13,11,
770103,26,1,3,"character\pandaren\pandafemalehair00_12.blp","","",0x11,13,12,
770104,26,1,3,"character\pandaren\pandafemalehair00_13.blp","","",0x11,13,13,
770105,26,1,3,"character\pandaren\pandafemalehair00_14.blp","","",0x11,13,14,
770106,26,1,3,"character\pandaren\pandafemalehair01_00.blp","","",0x11,13,15,
770107,26,1,3,"character\pandaren\pandafemalehair01_01.blp","","",0x11,13,16,
770108,26,1,3,"character\pandaren\pandafemalehair01_02.blp","","",0x11,13,17,
770109,26,1,3,"character\pandaren\pandafemalehair01_03.blp","","",0x11,13,18,
770110,26,1,3,"character\pandaren\pandafemalehair01_04.blp","","",0x11,13,19,
770111,26,1,3,"character\pandaren\pandafemalehair01_05.blp","","",0x11,13,20,
770112,26,1,3,"character\pandaren\pandafemalehair01_06.blp","","",0x11,13,21,
770113,26,1,3,"character\pandaren\pandafemalehair01_07.blp","","",0x11,13,22,
770114,26,1,3,"character\pandaren\pandafemalehair01_08.blp","","",0x11,13,23,
770115,26,1,3,"character\pandaren\pandafemalehair01_09.blp","","",0x11,13,24,
770116,26,1,3,"character\pandaren\pandafemalehair01_10.blp","","",0x11,13,25,
770117,26,1,3,"character\pandaren\pandafemalehair01_11.blp","","",0x11,13,26,
770118,26,1,3,"character\pandaren\pandafemalehair01_12.blp","","",0x11,13,27,
770119,26,1,3,"character\pandaren\pandafemalehair01_13.blp","","",0x11,13,28,
770120,26,1,3,"character\pandaren\pandafemalehair01_14.blp","","",0x11,13,29,
770121,26,1,3,"character\pandaren\pandafemalehair02_00.blp","","",0x11,13,30,
770122,26,1,3,"character\pandaren\pandafemalehair02_01.blp","","",0x11,13,31,
770123,26,1,3,"character\pandaren\pandafemalehair02_02.blp","","",0x11,13,32,
770124,26,1,3,"character\pandaren\pandafemalehair02_03.blp","","",0x11,13,33,
770125,26,1,3,"character\pandaren\pandafemalehair02_04.blp","","",0x11,13,34,
770126,26,1,3,"character\pandaren\pandafemalehair02_05.blp","","",0x11,13,35,
770127,26,1,3,"character\pandaren\pandafemalehair02_06.blp","","",0x11,13,36,
770128,26,1,3,"character\pandaren\pandafemalehair02_07.blp","","",0x11,13,37,
770129,26,1,3,"character\pandaren\pandafemalehair02_08.blp","","",0x11,13,38,
770130,26,1,3,"character\pandaren\pandafemalehair02_09.blp","","",0x11,13,39,
770131,26,1,3,"character\pandaren\pandafemalehair02_10.blp","","",0x11,13,40,
770132,26,1,3,"character\pandaren\pandafemalehair02_11.blp","","",0x11,13,41,
770133,26,1,3,"character\pandaren\pandafemalehair02_12.blp","","",0x11,13,42,
770134,26,1,3,"character\pandaren\pandafemalehair02_13.blp","","",0x11,13,43,
770135,26,1,3,"character\pandaren\pandafemalehair02_14.blp","","",0x11,13,44,
770136,26,1,3,"character\pandaren\pandafemalehair03_00.blp","","",0x11,13,45,
770137,26,1,3,"character\pandaren\pandafemalehair03_01.blp","","",0x11,13,46,
770138,26,1,3,"character\pandaren\pandafemalehair03_02.blp","","",0x11,13,47,
770139,26,1,3,"character\pandaren\pandafemalehair03_03.blp","","",0x11,13,48,
770140,26,1,3,"character\pandaren\pandafemalehair03_04.blp","","",0x11,13,49,
770141,26,1,3,"character\pandaren\pandafemalehair03_05.blp","","",0x11,13,50,
770142,26,1,3,"character\pandaren\pandafemalehair03_06.blp","","",0x11,13,51,
770143,26,1,3,"character\pandaren\pandafemalehair03_07.blp","","",0x11,13,52,
770144,26,1,3,"character\pandaren\pandafemalehair03_08.blp","","",0x11,13,53,
770145,26,1,3,"character\pandaren\pandafemalehair03_09.blp","","",0x11,13,54,
770146,26,1,3,"character\pandaren\pandafemalehair03_10.blp","","",0x11,13,55,
770147,26,1,3,"character\pandaren\pandafemalehair03_11.blp","","",0x11,13,56,
770148,26,1,3,"character\pandaren\pandafemalehair03_12.blp","","",0x11,13,57,
770149,26,1,3,"character\pandaren\pandafemalehair03_13.blp","","",0x11,13,58,
770150,26,1,3,"character\pandaren\pandafemalehair03_14.blp","","",0x11,13,59,
770151,26,1,3,"character\pandaren\pandafemalehair04_00.blp","","",0x11,13,60,
770152,26,1,3,"character\pandaren\pandafemalehair04_01.blp","","",0x11,13,61,
770153,26,1,3,"character\pandaren\pandafemalehair04_02.blp","","",0x11,13,62,
770154,26,1,3,"character\pandaren\pandafemalehair04_03.blp","","",0x11,13,63,
770155,26,1,3,"character\pandaren\pandafemalehair04_04.blp","","",0x11,13,64,
770156,26,1,3,"character\pandaren\pandafemalehair04_05.blp","","",0x11,13,65,
770157,26,1,3,"character\pandaren\pandafemalehair04_06.blp","","",0x11,13,66,
770158,26,1,3,"character\pandaren\pandafemalehair04_07.blp","","",0x11,13,67,
770159,26,1,3,"character\pandaren\pandafemalehair04_08.blp","","",0x11,13,68,
770160,26,1,3,"character\pandaren\pandafemalehair04_09.blp","","",0x11,13,69,
770161,26,1,3,"character\pandaren\pandafemalehair04_10.blp","","",0x11,13,70,
770162,26,1,3,"character\pandaren\pandafemalehair04_11.blp","","",0x11,13,71,
770163,26,1,3,"character\pandaren\pandafemalehair04_12.blp","","",0x11,13,72,
770164,26,1,3,"character\pandaren\pandafemalehair04_13.blp","","",0x11,13,73,
770165,26,1,3,"character\pandaren\pandafemalehair04_14.blp","","",0x11,13,74,
770166,26,1,3,"character\pandaren\pandafemalehair05_00.blp","","",0x11,13,75,
770167,26,1,3,"character\pandaren\pandafemalehair05_01.blp","","",0x11,13,76,
770168,26,1,3,"character\pandaren\pandafemalehair05_02.blp","","",0x11,13,77,
770169,26,1,3,"character\pandaren\pandafemalehair05_03.blp","","",0x11,13,78,
770170,26,1,3,"character\pandaren\pandafemalehair05_04.blp","","",0x11,13,79,
770171,26,1,3,"character\pandaren\pandafemalehair05_05.blp","","",0x11,13,80,
770172,26,1,3,"character\pandaren\pandafemalehair05_06.blp","","",0x11,13,81,
770173,26,1,3,"character\pandaren\pandafemalehair05_07.blp","","",0x11,13,82,
770174,26,1,3,"character\pandaren\pandafemalehair05_08.blp","","",0x11,13,83,
770175,26,1,3,"character\pandaren\pandafemalehair05_09.blp","","",0x11,13,84,
770176,26,1,3,"character\pandaren\pandafemalehair05_10.blp","","",0x11,13,85,
770177,26,1,3,"character\pandaren\pandafemalehair05_11.blp","","",0x11,13,86,
770178,26,1,3,"character\pandaren\pandafemalehair05_12.blp","","",0x11,13,87,
770179,26,1,3,"character\pandaren\pandafemalehair05_13.blp","","",0x11,13,88,
770180,26,1,3,"character\pandaren\pandafemalehair05_14.blp","","",0x11,13,89,
770181,26,1,3,"character\pandaren\pandafemalehair06_00.blp","","",0x11,13,90,
770182,26,1,3,"character\pandaren\pandafemalehair06_01.blp","","",0x11,13,91,
770183,26,1,3,"character\pandaren\pandafemalehair06_02.blp","","",0x11,13,92,
770184,26,1,3,"character\pandaren\pandafemalehair06_03.blp","","",0x11,13,93,
770185,26,1,3,"character\pandaren\pandafemalehair06_04.blp","","",0x11,13,94,
770186,26,1,3,"character\pandaren\pandafemalehair06_05.blp","","",0x11,13,95,
770187,26,1,3,"character\pandaren\pandafemalehair06_06.blp","","",0x11,13,96,
770188,26,1,3,"character\pandaren\pandafemalehair06_07.blp","","",0x11,13,97,
770189,26,1,3,"character\pandaren\pandafemalehair06_08.blp","","",0x11,13,98,
770190,26,1,3,"character\pandaren\pandafemalehair06_09.blp","","",0x11,13,99,
770191,26,1,3,"character\pandaren\pandafemalehair06_10.blp","","",0x11,13,100,
770192,26,1,3,"character\pandaren\pandafemalehair06_11.blp","","",0x11,13,101,
770193,26,1,3,"character\pandaren\pandafemalehair06_12.blp","","",0x11,13,102,
770194,26,1,3,"character\pandaren\pandafemalehair06_13.blp","","",0x11,13,103,
770195,26,1,3,"character\pandaren\pandafemalehair06_14.blp","","",0x11,13,104,
770196,26,1,3,"character\pandaren\pandafemalehair07_00.blp","","",0x11,13,105,
770197,26,1,3,"character\pandaren\pandafemalehair07_01.blp","","",0x11,13,106,
770198,26,1,3,"character\pandaren\pandafemalehair07_02.blp","","",0x11,13,107,
770199,26,1,3,"character\pandaren\pandafemalehair07_03.blp","","",0x11,13,108,
770200,26,1,3,"character\pandaren\pandafemalehair07_04.blp","","",0x11,13,109,
770201,26,1,3,"character\pandaren\pandafemalehair07_05.blp","","",0x11,13,110,
770202,26,1,3,"character\pandaren\pandafemalehair07_06.blp","","",0x11,13,111,
770203,26,1,3,"character\pandaren\pandafemalehair07_07.blp","","",0x11,13,112,
770204,26,1,3,"character\pandaren\pandafemalehair07_08.blp","","",0x11,13,113,
770205,26,1,3,"character\pandaren\pandafemalehair07_09.blp","","",0x11,13,114,
770206,26,1,3,"character\pandaren\pandafemalehair07_10.blp","","",0x11,13,115,
770207,26,1,3,"character\pandaren\pandafemalehair07_11.blp","","",0x11,13,116,
770208,26,1,3,"character\pandaren\pandafemalehair07_12.blp","","",0x11,13,117,
770209,26,1,3,"character\pandaren\pandafemalehair07_13.blp","","",0x11,13,118,
770210,26,1,3,"character\pandaren\pandafemalehair07_14.blp","","",0x11,13,119,
770211,26,1,3,"character\pandaren\pandafemalehair08_00.blp","","",0x11,13,120,
770212,26,1,3,"character\pandaren\pandafemalehair08_01.blp","","",0x11,13,121,
770213,26,1,3,"character\pandaren\pandafemalehair08_02.blp","","",0x11,13,122,
770214,26,1,3,"character\pandaren\pandafemalehair08_03.blp","","",0x11,13,123,
770215,26,1,3,"character\pandaren\pandafemalehair08_04.blp","","",0x11,13,124,
770216,26,1,3,"character\pandaren\pandafemalehair08_05.blp","","",0x11,13,125,
770217,26,1,3,"character\pandaren\pandafemalehair08_06.blp","","",0x11,13,126,
770218,26,1,3,"character\pandaren\pandafemalehair08_07.blp","","",0x11,13,127,
770219,26,1,3,"character\pandaren\pandafemalehair08_08.blp","","",0x11,13,128,
770220,26,1,3,"character\pandaren\pandafemalehair08_09.blp","","",0x11,13,129,
770221,26,1,3,"character\pandaren\pandafemalehair08_10.blp","","",0x11,13,130,
770222,26,1,3,"character\pandaren\pandafemalehair08_11.blp","","",0x11,13,131,
770223,26,1,3,"character\pandaren\pandafemalehair08_12.blp","","",0x11,13,132,
770224,26,1,3,"character\pandaren\pandafemalehair08_13.blp","","",0x11,13,133,
770225,26,1,3,"character\pandaren\pandafemalehair08_14.blp","","",0x11,13,134,
770226,26,1,3,"character\pandaren\pandafemalehair09_00.blp","","",0x11,13,135,
770227,26,1,3,"character\pandaren\pandafemalehair09_01.blp","","",0x11,13,136,
770228,26,1,3,"character\pandaren\pandafemalehair09_02.blp","","",0x11,13,137,
770229,26,1,3,"character\pandaren\pandafemalehair09_03.blp","","",0x11,13,138,
770230,26,1,3,"character\pandaren\pandafemalehair09_04.blp","","",0x11,13,139,
770231,26,1,3,"character\pandaren\pandafemalehair09_05.blp","","",0x11,13,140,
770232,26,1,3,"character\pandaren\pandafemalehair09_06.blp","","",0x11,13,141,
770233,26,1,3,"character\pandaren\pandafemalehair09_07.blp","","",0x11,13,142,
770234,26,1,3,"character\pandaren\pandafemalehair09_08.blp","","",0x11,13,143,
770235,26,1,3,"character\pandaren\pandafemalehair09_09.blp","","",0x11,13,144,
770236,26,1,3,"character\pandaren\pandafemalehair09_10.blp","","",0x11,13,145,
770237,26,1,3,"character\pandaren\pandafemalehair09_11.blp","","",0x11,13,146,
770238,26,1,3,"character\pandaren\pandafemalehair09_12.blp","","",0x11,13,147,
770239,26,1,3,"character\pandaren\pandafemalehair09_13.blp","","",0x11,13,148,
770240,26,1,3,"character\pandaren\pandafemalehair09_14.blp","","",0x11,13,149,
770241,26,1,3,"character\pandaren\pandafemalehair10_00.blp","","",0x11,13,150,
770242,26,1,3,"character\pandaren\pandafemalehair10_01.blp","","",0x11,13,151,
770243,26,1,3,"character\pandaren\pandafemalehair10_02.blp","","",0x11,13,152,
770244,26,1,3,"character\pandaren\pandafemalehair10_03.blp","","",0x11,13,153,
770245,26,1,3,"character\pandaren\pandafemalehair10_04.blp","","",0x11,13,154,
770246,26,1,3,"character\pandaren\pandafemalehair10_05.blp","","",0x11,13,155,
770247,26,1,3,"character\pandaren\pandafemalehair10_06.blp","","",0x11,13,156,
770248,26,1,3,"character\pandaren\pandafemalehair10_07.blp","","",0x11,13,157,
770249,26,1,3,"character\pandaren\pandafemalehair10_08.blp","","",0x11,13,158,
770250,26,1,3,"character\pandaren\pandafemalehair10_09.blp","","",0x11,13,159,
770251,26,1,3,"character\pandaren\pandafemalehair10_10.blp","","",0x11,13,160,
770252,26,1,3,"character\pandaren\pandafemalehair10_11.blp","","",0x11,13,161,
770253,26,1,3,"character\pandaren\pandafemalehair10_12.blp","","",0x11,13,162,
770254,26,1,3,"character\pandaren\pandafemalehair10_13.blp","","",0x11,13,163,
770255,26,1,3,"character\pandaren\pandafemalehair10_14.blp","","",0x11,13,164,
770256,26,1,3,"character\pandaren\pandafemalehair11_00.blp","","",0x11,13,165,
770257,26,1,3,"character\pandaren\pandafemalehair11_01.blp","","",0x11,13,166,
770258,26,1,3,"character\pandaren\pandafemalehair11_02.blp","","",0x11,13,167,
770259,26,1,3,"character\pandaren\pandafemalehair11_03.blp","","",0x11,13,168,
770260,26,1,3,"character\pandaren\pandafemalehair11_04.blp","","",0x11,13,169,
770261,26,1,3,"character\pandaren\pandafemalehair11_05.blp","","",0x11,13,170,
770262,26,1,3,"character\pandaren\pandafemalehair11_06.blp","","",0x11,13,171,
770263,26,1,3,"character\pandaren\pandafemalehair11_07.blp","","",0x11,13,172,
770264,26,1,3,"character\pandaren\pandafemalehair11_08.blp","","",0x11,13,173,
770265,26,1,3,"character\pandaren\pandafemalehair11_09.blp","","",0x11,13,174,
770266,26,1,3,"character\pandaren\pandafemalehair11_10.blp","","",0x11,13,175,
770267,26,1,3,"character\pandaren\pandafemalehair11_11.blp","","",0x11,13,176,
770268,26,1,3,"character\pandaren\pandafemalehair11_12.blp","","",0x11,13,177,
770269,26,1,3,"character\pandaren\pandafemalehair11_13.blp","","",0x11,13,178,
770270,26,1,3,"character\pandaren\pandafemalehair11_14.blp","","",0x11,13,179,
770271,26,1,3,"character\pandaren\pandafemalehair12_00.blp","","",0x11,13,180,
770272,26,1,3,"character\pandaren\pandafemalehair12_01.blp","","",0x11,13,181,
770273,26,1,3,"character\pandaren\pandafemalehair12_02.blp","","",0x11,13,182,
770274,26,1,3,"character\pandaren\pandafemalehair12_03.blp","","",0x11,13,183,
770275,26,1,3,"character\pandaren\pandafemalehair12_04.blp","","",0x11,13,184,
770276,26,1,3,"character\pandaren\pandafemalehair12_05.blp","","",0x11,13,185,
770277,26,1,3,"character\pandaren\pandafemalehair12_06.blp","","",0x11,13,186,
770278,26,1,3,"character\pandaren\pandafemalehair12_07.blp","","",0x11,13,187,
770279,26,1,3,"character\pandaren\pandafemalehair12_08.blp","","",0x11,13,188,
770280,26,1,3,"character\pandaren\pandafemalehair12_09.blp","","",0x11,13,189,
770281,26,1,3,"character\pandaren\pandafemalehair12_10.blp","","",0x11,13,190,
770282,26,1,3,"character\pandaren\pandafemalehair12_11.blp","","",0x11,13,191,
770283,26,1,3,"character\pandaren\pandafemalehair12_12.blp","","",0x11,13,192,
770284,26,1,3,"character\pandaren\pandafemalehair12_13.blp","","",0x11,13,193,
770285,26,1,3,"character\pandaren\pandafemalehair12_14.blp","","",0x11,13,194,
770286,26,1,3,"character\pandaren\pandafemalehair00_00.blp","","",0x11,14,0,
770287,26,1,3,"character\pandaren\pandafemalehair00_01.blp","","",0x11,14,1,
770288,26,1,3,"character\pandaren\pandafemalehair00_02.blp","","",0x11,14,2,
770289,26,1,3,"character\pandaren\pandafemalehair00_03.blp","","",0x11,14,3,
770290,26,1,3,"character\pandaren\pandafemalehair00_04.blp","","",0x11,14,4,
770291,26,1,3,"character\pandaren\pandafemalehair00_05.blp","","",0x11,14,5,
770292,26,1,3,"character\pandaren\pandafemalehair00_06.blp","","",0x11,14,6,
770293,26,1,3,"character\pandaren\pandafemalehair00_07.blp","","",0x11,14,7,
770294,26,1,3,"character\pandaren\pandafemalehair00_08.blp","","",0x11,14,8,
770295,26,1,3,"character\pandaren\pandafemalehair00_09.blp","","",0x11,14,9,
770296,26,1,3,"character\pandaren\pandafemalehair00_10.blp","","",0x11,14,10,
770297,26,1,3,"character\pandaren\pandafemalehair00_11.blp","","",0x11,14,11,
